Map,degree_sd,centralization_degree,bridges_ratio,assortativity,moran_i_degree,getis_gi_degree_mean,rosval_mean,orientation_entropy,d_value,c1,c2,c5,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16
hukuoka01,-2.5985019081175613,-0.6610052064174654,-1.3433453467111345,0.6772526903345661,0.2923226242932207,-0.7142807987843436,0.7726078045122111,-0.47540686576356456,0.2617756095244903,-0.32069652304660384,-0.34510407158476586,0.3816506659280037,0.01940898449239717,-0.9905785624027617,-0.18801609800186111,-1.025550994432357,-0.8846020799037219,0.4029832334818814,-0.21495429866562107,1.9074552556876962,0.21847726835958783,-0.8916553704882091
hungary01,-0.47602202563265883,-0.22103165091929997,-0.9118163535149465,1.5919728248636609,0.9661335637592322,0.553009500411638,-0.7409482719085996,-0.04540193731225006,0.6540612158047466,-0.5742399464403594,-0.6710958693390203,1.3951468918582173,-0.042554799624788676,-0.303954831828322,-0.8234295056598397,-0.1780790949828033,-0.09854494911381313,-0.2897116837195993,0.37841057321872684,-0.0035277160908433855,-0.1814585837181206,-0.4466699612706163
ibaragi,0.32284494120667623,-0.5582251984974439,-0.4342735447745171,0.567630177068672,-0.16907461733412535,-0.4956634200533133,0.054863895796578875,0.7338750778902422,0.5074463200935926,0.4742301839732056,0.3305591120625376,-0.7266873561920261,2.273323490434429,-0.7986902655992384,-0.6708448885185053,0.07704317158620799,-0.46868186377951626,-1.292907270308677,1.6583187087673144,0.12760485354886938,0.06784116831887327,0.48223461422805314
iceland06,0.2584482576052496,2.9924655402279523,0.6132558562193225,0.3604700437947233,2.887061378763118,1.492367040644369,-1.8144843743922379,0.12095005832859618,-1.7561691415007137,-1.6282381814307725,-1.5191045533696974,1.7249273910908958,-1.564962537609863,-0.7584494924257406,-0.44201736862273194,-1.6218378248047072,0.60440635971107,1.1762487434470266,-1.17581512893165,-1.2556877134422173,-1.4999481506392205,-1.2696519811444318
iceland07,-0.15316838217144643,0.44925790239300034,2.6101395602908,-1.5051650438812498,-1.5520514855490555,-0.10803474834481423,-0.7506181888979959,-0.38011590100495796,-0.7472351877273992,-1.6970392135959491,-1.573349079159984,1.1799729117081514,-1.8262298117468954,-1.7365592679938484,-1.5135122043898563,-1.8747766579060297,-1.4921275649628596,1.1762487434470266,-1.17581512893165,-1.1934282445045756,-1.2687270570956204,-1.0745425604007923
india06,0.6213322719538374,-0.32807993159347526,0.08945164758083655,-0.319366938632029,-0.7074512073349144,-0.243752288596397,-0.4671791184862074,-2.3176851992463856,-1.4617326549972116,-0.7956097791952426,-0.7252097413336795,-0.36659766825797546,-1.0274989057486321,0.04814716860391003,1.898212519168395,-1.0430229021489192,-0.433911301983534,-0.5005187426335401,1.1538754256035966,-0.21376627664441897,-0.1748965552326741,-0.8498842595074556
india10,-0.01828343679007644,-0.3227872733783247,-0.4722013606781848,-0.09169149043374858,0.7755695507946783,-0.28959810726154417,-0.09386994649997367,0.6227280141588439,0.908206734273579,0.6551481584339097,0.8975598322515783,-0.43554518007222304,-0.8414816658810014,-0.9345453602919295,-0.8011272535157514,-0.24153349452909031,-0.6404231779968228,-0.8269589503425305,1.264571185323301,0.4619739023698877,0.8515710988465569,1.274961860383787
india13,-0.7336087600383703,-0.8259312656379653,-0.7880241766071422,0.8813716095559445,1.2741396329221364,0.5714495290516186,1.0134096130435981,-0.8590186065587401,0.17606265310843364,-0.12619905279804214,-0.12343287487863233,0.10197575935403985,-1.2709446470877304,-0.8477892756168801,-0.2136937814528847,-1.1005975002054853,-1.059604940438507,-0.5650560987436436,0.16099537865209065,0.8994479879506233,1.1830692219387982,-0.32036386763103286
indonesia43,-0.3011067093639152,-0.06208117355461537,1.4183949070754729,-1.436078106363896,-1.4576296330573584,1.100242106509866,-0.6591002357162374,0.7026984525306642,-1.2559129788137138,0.8252791173602605,1.151767632212895,-0.6776432856842582,-0.048873824044521494,1.6890691171166847,1.0483599332121547,0.5033220830635817,1.1735982485747354,-0.5830046963670285,0.2794758723984226,-1.0455560829002852,-1.2723176299581422,-0.4442741823007346
indonesia63,0.47426417021544,-0.5459325729654811,1.0456013510078814,-0.3883403848695396,-0.7017316266759038,2.116464323453807,2.4018061566405025,0.7408973796208919,-0.8014625160826003,-0.5630989868476487,-0.5847390861393051,-1.0684401650131976,-1.193190494556696,-1.2023565732894121,-1.1121099243834633,-0.7340073357477209,-1.1766948046719032,-0.514121336039671,1.6815674568806471,-0.22758539387991045,-0.44024018410362337,0.8547015164828092
indonesia79,0.1070290285964858,0.7372809478432932,0.45539712577693253,-1.0697074470890602,-1.706107725531987,-0.30785079163377443,-0.9446687316641966,0.919180042221795,-2.303029694989602,-0.8046532552530965,-0.83530131562712,-1.1458844361738483,0.013705921829014905,-0.12228992841786945,-0.36388674497979484,0.6410850854250092,0.5142805937166451,-0.9099235150005401,0.4825955612024034,-1.2132186387403694,-1.8310649881143837,-0.5831291469629506
indonesia80,-0.3063280620883548,-0.8436872802952446,0.3620525566362392,-0.4494152753987769,-0.7038066373335913,-0.4613660373216227,0.4944941729853499,0.09428799482636212,-1.074451465820972,1.1004412881687657,1.2374018876337505,-1.194737094766002,-0.28024968363312963,-0.5409311353899351,-0.40984301791848615,0.6281681794451096,-0.22821192082346223,-2.085391672396794,1.5170014239292322,-0.24672613170283517,-0.7269630650694472,0.39323690603709194
ishikawa,-1.7334978067686504,-0.7648095997984838,-1.0654977564557244,0.7068931684080276,0.10637861369044128,-0.8157143380376464,1.3670737875588068,0.7203061889023987,0.9759536628124222,0.8085797539828072,1.7537121266758675,-0.2849975297653137,0.1351593710132396,-0.5628809237629455,0.0525032816616454,-0.14696780854749658,-0.9502903644097405,-1.9433573645001658,2.099849327991008,1.788488740820761,1.0941477085897826,0.4952219284608604
italy16,0.20449427945270196,0.6799153620274674,-0.2695878074694667,0.40199781146718533,0.5932967128939616,1.0756330987675409,-1.2404216880628531,0.41115794012409745,-0.732704126513727,-0.06964906669470165,-0.23760639350972637,0.4124036114965299,-0.0684067652768924,0.5193979063235218,1.5030787318476342,0.05415060803428043,-0.10245656522090467,0.6728668078321631,-0.755066090981606,-0.8677144750002588,-1.1615285322723496,-0.7838390533691213
italy36,-0.13054252036553793,2.2847859175892657,1.4462086387381623,-1.0260576379501392,-1.0548647438600558,0.7938405566044734,-1.6387856734074995,0.42721566642338754,-1.1247798273180523,-0.8804204794131992,-0.91627645556783,1.3174339429863153,-0.6652520482628904,1.5291282971652207,0.2710732055570123,-0.5355436742665997,-0.6282221072046209,0.4948524282114871,-0.5386385644727765,-1.2945249840890471,-1.99571043926894,-1.1953086109061013
italy54,0.4420658284147257,0.38181919287737137,1.5981200769367692,-1.6728074509187398,-0.4345341004475215,1.222818784552116,-0.319519364180236,0.7341176607674341,-0.9664525381848248,-0.893152752741159,-0.9060520763343105,-0.4493289063204,2.086801664716702,-0.3233584255652813,-0.9531158477156512,-0.9784813303138303,-0.062428386544174964,0.9821816400274819,-0.7876375994235604,-1.0484122697558107,-1.2189537037605704,-0.9377013027681629
mongolia05,-0.8145397272671927,0.48664797171938673,-0.6150048553077025,0.22606170904759718,-0.06645913301463643,0.8519038978736131,-1.203970510492477,0.6647074536208875,-1.712357650133072,-1.5310672397024225,-1.4408901126285147,0.04536923000688622,-0.8499434417987761,0.00993070191392215,1.057889057407557,-1.2058775981476137,0.3494527337541597,1.0527749705211626,-1.0581919462587623,-0.43020176015217504,-0.810018832880663,-1.2163820706294097
myanmar03,2.197310569280674,0.45233105877599084,2.4846195606584955,-2.3654518609150648,-1.4638724001642476,0.3956269337680899,1.6917775872776386,0.8946004109510364,-0.3610464757627532,-1.417539054169357,-1.3495048756559223,-1.3670837190650058,-0.2395949761511771,1.0829218205264113,0.2965091538727816,0.038269459799291985,1.4579667120593738,0.3240786794232549,0.13875985818137132,-1.325394646045024,1.0443821614043094,0.7670504552945262
myanmar11,1.3236042133910315,0.5474281757385357,2.104588113055954,-2.2183492825750983,-1.1296360680721134,0.9205120450704054,0.722403800555597,0.8493980846920195,-1.3598103851388308,-1.1038273797125937,-1.0803143520083558,-1.3517634694707474,-0.19685815403942705,1.621658281526792,1.716729994192938,0.6883819717956899,1.3880933170035035,-0.009099240492625242,-0.12856919888672919,-1.485420242707583,-0.2652961821980793,-0.5268580926742884
myanmar12,1.882288954906121,0.05623534719052576,1.0997959857324553,-1.1675610216365195,-1.2070321920904767,-0.6479475462673748,0.1206934268329292,0.10008163003617035,-0.6848319251629366,2.302730325461776,1.8698010875285866,-1.5380067103248536,0.8048427858047418,-0.5630601511573591,-0.7131635598542688,1.3376961867265245,0.19259856097671652,-1.3263684845671533,1.1194321273494137,-1.0401841310156255,0.329637478074089,2.167356643423793
myanmar13,2.0154334493793447,0.5808914341311009,1.6558599088978945,-1.820692411160532,-1.183222774928549,0.5446860622301666,0.0809259205584367,0.8550278976990485,-1.1851217773514187,1.2183715820995886,1.0040072820379158,-1.4988601058774507,0.4205594793020948,-0.3502543992302652,-0.4157624181570772,1.4074338352358438,0.3426379136848294,-0.72822774332742,0.6261566818721366,-1.3196824329532626,-0.6496990123447911,1.0964465756240849
myanmar14,0.7562172173352055,-0.517249780057568,0.1575742191455908,-0.8987620420417586,-0.008154880560381394,-0.3488658045376495,0.2841579312220124,-0.0375731262756136,0.18238923736256024,1.1184042904870992,0.7934999699606319,-1.2186288688181182,0.5134428438963637,0.2781651975415081,0.4777043656701685,1.4911694818598205,0.15740824559871175,-1.5090235858626746,1.3227588777412513,-0.44408269198522365,1.6533247888813263,2.2500188472277367
