Map,c1,c2,c5,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16
america03,-0.6859984061535966,-0.7609273991123,-0.5518823748838003,0.768117968277894,0.32780831662203336,0.3551151555090557,0.7776441284835278,1.442497479126377,1.1432860273449976,-1.1544574333758966,-0.38359387940267514,-0.5198693721780987,-0.18830164098930285
america04,1.8884879909240344,1.4513145137957424,-0.5409565761507421,0.11312032385206088,0.8034608397096511,0.006032520288524453,1.9029104054579353,1.6977528468567065,1.1503100161578377,-1.1568467944406546,-0.3106576409913295,1.039530063583522,1.0315601122554903
america20,-0.3283375952089028,-0.4760470433108934,-0.5316165775914254,1.1737880536748562,0.9101446863840797,-0.12669236664539618,1.6941816157025376,2.6699155953660965,1.1198957151393891,-1.1298185002725631,0.3232242625961875,2.119733715661511,2.040267615480323
america35,0.4831904353321268,0.7477045401503944,-0.054786787697519226,0.8195892306509891,-0.4397486757780763,-0.8372967445477846,0.2811557401843565,1.3120386185190114,0.0349962660714959,-0.6608140105266982,-0.7604516451638185,-0.293938608573318,0.4334765975194506
america52,0.7266452838814446,0.4447919587804749,-0.2971351855679662,0.7067976029205731,0.27026433910043124,0.181377831844473,1.1412531892280546,1.037960810630678,0.9712058494056393,-1.050621382321014,1.1041486543600287,0.6760543687049929,0.29396709977918783
argentina10,0.05707774346666821,-0.045782192086996486,-0.8928180320772211,0.6664819812344575,0.19016426971737355,0.25871366412662167,0.6924533244392694,0.7394456705349394,0.9195659974818912,-0.8723875837009157,1.7123942618252486,2.1867013931194967,1.1406510464213007
argeria01,1.6062337379798715,1.4923115115514145,1.2926488675806165,-1.3160917765146591,-1.4964935421902783,-1.183524232737916,-1.505231710951761,-1.4632818718215836,-1.5927361953807513,0.41225961629616953,0.17506762267070355,-0.16733943463164588,-1.0108680793346143
argeria07,-1.2459489293940387,-1.205586999375382,-0.12148288216951782,-1.2519731220126677,-0.9676814976538801,-0.5812435902002615,-0.9175274097942376,-1.1393906644964806,-0.18797260606255878,0.7019021236855645,-1.224947785520498,-1.5539935792881192,-1.051505501443346
austria08,-1.2239184035270287,-1.194776121858166,-0.2896664575241497,0.22592272703383867,-1.242858922491029,-0.6842897287801455,-1.5928393083284245,-1.2330485770980957,1.1604170918950851,-1.1235947362043508,-1.3520761444922205,-1.052962651577805,-0.5682314730286698
austria13,-0.4668532516926358,-0.5832598701453903,0.329441816541573,2.086604509543834,2.6126200661717363,-0.1677170977964536,1.1923756468944762,0.800177148868898,0.5422130123159866,-0.4279248344624689,-0.9148502392303676,-0.11178146852645282,0.029689191372167474
austria20,1.4338523069073739,1.0212065999730706,0.9136063716068089,0.2640108913534317,-0.5555026840780102,-1.3131473550174204,0.4923994728380807,-0.2807267966208891,0.061653002450453825,-0.062289514593582375,-0.7528600243739058,-0.40757912633620036,-0.07173211835280546
austria22,1.101838031347499,0.708631208827415,1.269939663300119,1.7757465627090188,0.46949493162258144,-1.275772354492071,0.9856448354610209,0.31752016428410634,1.0221144893815266,-1.0525360454416461,0.38115293384546733,-0.06154787229098355,-0.020033400398819266
austria32,-0.4868785847155031,-0.6050528702774126,0.7347353143795239,1.6035186919626934,2.25397023389943,1.6731489723951485,1.123355618492449,1.8188400015482777,0.8770613621313784,-0.9057252282896349,-0.7603447899119764,-1.1734212651259386,-0.79866156561023
austria37,-0.8260035885026709,-0.8700909749586112,0.09557985046379378,-0.5538769781686288,2.4826298199753927,2.0041381341163063,0.7515061468923482,0.460325555996999,0.8953576252596569,-0.9352072012398149,-0.7668281124161327,-1.3682781147343235,-0.9756235087110283
belgium04,-0.07556341568964722,-0.27535134972887554,0.03140455851477967,1.4792357556497258,0.9053057767945252,-1.363970185590396,0.7651140801407952,0.047113186131428265,1.038080804231089,-0.9558318888485188,0.2561746531834069,0.8717437889543219,1.7923154531778682
belize01,1.454576672120838,2.0061975232378573,-1.0278469302356619,0.12078202853386386,0.1052078730409491,0.12430327688957907,0.8302145873751803,-0.07101315895802326,-1.0279596230013288,1.0260119483079015,1.3027431767730893,1.8391709744479805,2.254503494920377
belize04,0.7943281144092426,1.2961463509051616,-0.8221531104463793,0.1609671527819925,0.686432212411676,1.6202593340159692,0.4974464185859046,0.34194494998426683,-0.1490914673047256,0.0695881513287373,0.5312328922384542,0.12009764503493253,-0.06397480526993525
bolivia01,0.11936051549542456,0.27001359865960395,-0.3924951470317309,-0.07296601276561424,0.3634723540604361,0.5992764692968129,-0.3949298266126578,-1.0938452125430151,-1.3523777344398134,2.136008158280212,0.9562759047977046,0.7931930652322218,0.02044743484913563
bulgaria05,-0.24641706683392467,-0.4038300629477343,-0.653507857019277,0.586638415352074,1.5210501087737822,1.3713088051268503,1.7456400906801572,1.3909074127201908,-0.17438576240732706,-0.04161276690823625,-0.9823174539179981,0.18385680306545002,0.6424292362768982
bulgaria06,0.8267778474184785,0.5396997938622402,0.8403593277004092,0.21374665023494951,0.6986855106246318,-0.24281691073309392,1.6560803198534957,1.2161829299721238,0.18644947146347277,-0.2700517059680505,-1.5988977070403068,-1.4178177954609503,-0.944725789342599
burundi03,1.5046305047347888,2.0904197545569025,-0.8561018159916346,0.11312924376163212,-0.8412941696059816,-0.7873120765831076,0.587272681938089,-0.6667035929812708,-1.8540750907507018,1.9124415409216782,0.12694839562698979,1.4705803320566184,1.6256976380999681
canada33,-0.7089043585598088,-0.779993999434739,-0.20804429712926917,-1.081706157740125,0.8267826532256898,-1.099056220968998,1.0386897396386696,0.31323228972870365,1.1762487434470266,-1.17581512893165,-0.6265794225389011,0.26723063947919634,0.5074482305502938
