Variable,Coefficient,FeatureSet,TargetVariable,Lambda,R_Squared,RMSE,AgentType
c16,-1.4812667940907547,Old_Features,total_health,0.09007383720075418,0.7995085558754673,2.143037076873618,Concentration
c14,1.4206422958045082,Old_Features,total_health,0.09007383720075418,0.7995085558754673,2.143037076873618,Concentration
c10,-0.8972762733372416,Old_Features,total_health,0.09007383720075418,0.7995085558754673,2.143037076873618,Concentration
c5,0.8573536179732935,Old_Features,total_health,0.09007383720075418,0.7995085558754673,2.143037076873618,Concentration
c7,-0.5885168327068456,Old_Features,total_health,0.09007383720075418,0.7995085558754673,2.143037076873618,Concentration
c11,-0.5135041072587564,Old_Features,total_health,0.09007383720075418,0.7995085558754673,2.143037076873618,Concentration
c9,0.34047491186860857,Old_Features,total_health,0.09007383720075418,0.7995085558754673,2.143037076873618,Concentration
c13,-0.22867844919274574,Old_Features,total_health,0.09007383720075418,0.7995085558754673,2.143037076873618,Concentration
