Variable,Coefficient,FeatureSet,TargetVariable,Lambda,R_Squared,RMSE,AgentType
d_value,-1.943170448788676,New_Features,total_health,0.2330800442379778,0.6025973580646526,2.8739331103487507,Distributed
degree_sd,-1.4142712258235492,New_Features,total_health,0.2330800442379778,0.6025973580646526,2.8739331103487507,Distributed
moran_i_degree,0.6886498831178952,New_Features,total_health,0.2330800442379778,0.6025973580646526,2.8739331103487507,Distributed
assortativity,0.6262252174081148,New_Features,total_health,0.2330800442379778,0.6025973580646526,2.8739331103487507,Distributed
bridges_ratio,-0.5598943387672506,New_Features,total_health,0.2330800442379778,0.6025973580646526,2.8739331103487507,Distributed
