Variable,Coefficient,FeatureSet,TargetVariable,Lambda,R_Squared,RMSE,AgentType
c16,-0.03611656353749845,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c14,0.03355131984930664,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c5,0.02292389445747809,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c10,-0.02206683712244575,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c7,-0.015525860904415007,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c11,-0.013609678050004563,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c2,0.013441896683408302,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c9,0.011350096294270867,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c1,-0.011260076899491666,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c13,-0.011223802987146826,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
c8,-0.004557575502302301,Old_Features,rsl21_rate,0.0017858205521870047,0.7574863847366021,0.06556978439116773,Concentration
