Map,num_nodes,num_edges,avg_degree,degree_median,degree_max,degree_min,degree_mode,degree_skewness,degree_kurtosis,num_degree4,degree4_ratio,is_connected,num_components,vertex_connectivity,edge_connectivity,diameter,radius,global_clustering,avg_local_clustering,local_clustering_median,local_clustering_sd,local_clustering_max,local_clustering_min,num_zero_local_clustering,zero_local_clustering_ratio,num_articulation_points,articulation_points_ratio,num_bridges,bridges_ratio,num_biconnected_components,max_biconnected_component_size,avg_biconnected_component_size,biconnected_component_size_sd,degree_mean,degree_median,degree_sd2,degree_min,degree_max,degree_cv,closeness_mean,closeness_median,closeness_sd,closeness_min,closeness_max,closeness_gini,closeness_cv,betweenness_mean,betweenness_median,betweenness_sd,betweenness_min,betweenness_max,betweenness_gini,betweenness_cv,eigenvector_mean,eigenvector_median,eigenvector_sd,eigenvector_min,eigenvector_max,eigenvector_gini,eigenvector_cv,pagerank_mean,pagerank_median,pagerank_sd,pagerank_min,pagerank_max,pagerank_gini,pagerank_cv,harmonic_mean,harmonic_median,harmonic_sd,harmonic_min,harmonic_max,harmonic_gini,harmonic_cv,subgraph_mean,subgraph_median,subgraph_sd,subgraph_min,subgraph_max,subgraph_gini,subgraph_cv,alpha_mean,alpha_median,alpha_sd,alpha_min,alpha_max,alpha_gini,alpha_cv,katz_mean,katz_median,katz_sd,katz_min,katz_max,katz_gini,katz_cv,global_efficiency,local_efficiency_mean,local_efficiency_median,avg_clustering,density,assortativity,diameter,avg_path_length,algebraic_connectivity,num_nodes,num_edges,degree_mean,degree_median,degree_sd,degree_min,degree_max,degree_gini,degree_entropy,degree_entropy_norm,degree_skewness,degree_kurtosis,centralization_degree,max_kcore,max_kcore_ratio,modularity,num_communities,community_size_mean,community_size_sd,community_size_max,community_size_gini,community_centralization,cyclomatic_number,cycle_ratio,tree_likeness,top1_degree_share,top5_degree_share,top10_degree_share,powerlaw_xmin,powerlaw_alpha,powerlaw_gof,rosval_min,rosval_1st_qu,rosval_median,rosval_mean,rosval_3rd_qu,rosval_max,rosval_ratio_degree2,rosval_ratio_degree3,rosval_ratio_degree4,rosval_ratio_degree5,rosval_ratio_degree6,rosval_ratio_degree7,rosval_ratio_degree8,rosval_ratio_degree9,rosval_ratio_degree11,rosval_ratio_degree13,rosval_ratio_degree10,moran_i_degree,moran_i_degree_p,moran_i_betweenness,moran_i_betweenness_p,moran_i_closeness,moran_i_closeness_p,geary_c_degree,geary_c_degree_p,geary_c_betweenness,geary_c_betweenness_p,local_moran_degree_mean,local_moran_degree_significant_ratio,local_moran_betweenness_mean,local_moran_betweenness_significant_ratio,getis_gi_degree_mean,getis_gi_degree_hotspot_ratio,getis_gi_betweenness_mean,getis_gi_betweenness_hotspot_ratio,area_total,bbox_width,bbox_height,aspect_ratio,num_edges,avg_edge_length,median_edge_length,sd_edge_length,min_edge_length,max_edge_length,total_edge_length,orientation_entropy,orientation_entropy_norm,order_parameter,node_density_per_km2,edge_density_per_km2,edge_length_density_per_km2,avg_nearest_neighbor_distance,sd_nearest_neighbor_distance,meshedness,spectral_radius,spectral_gap,normalized_spectral_radius,normalized_spectral_gap,natural_connectivity,spectral_entropy,spectral_entropy_norm,graph_energy,estrada_index,laplacian_energy,spectral_mean,spectral_median,spectral_sd,spectral_variance,bipartiteness,d_value
india13,822,1189,2.8929,3,5,1,3,-0.9564,3.0911,192,0.233577,TRUE,1,1,1,44,24,0.097839,0.077859,0,0.144204,0.666667,0,617,0.750608,143,0.173966,163,0.13709,168,640,5.8869,49.2218,0.003524,0.003654,0.001165,0.001218,0.00609,0.330512,0.054479,0.055576,0.007569,0.036494,0.073937,0.079224,0.13894,0.021623,0.00865,0.034423,0,0.256402,0.671767,1.592001,0.049478,0.000174,0.147851,0,1,0.896551,2.988225,0.001217,0.001257,0.000328,0.000499,0.002528,0.145141,0.269758,0.074077,0.075365,0.011041,0.044916,0.101989,0.084576,0.149052,3.664126,3.53833,1.289388,1.64145,12.80971,0.185875,0.351895,1.426444,1.439585,0.149771,1.136634,1.662395,0.055196,0.104996,NA,NA,NA,NA,NA,NA,NA,0.0740766155451116,0.242430386590971,0,0.0941176470588237,0.00352368336044999,0.101353973001376,44,18.7305582474639,0.00394300145243638,822,1189,2.8929,3,0.9562,1,5,0.16077,0.959808,0.692355,-0.9546,3.0836,0.002573,3,0.008516,0.884746,23,35.7391,16.5178,75,0.253993,0.036254,368,0.309504,0.690496,0.002103,0.008831,0.017241,3,5.8842,0.0745,1,22.001628,31.960592,32.038348,41.746978,74.838872,3.703125,3.503179,3.468464,3.317265,3.252593,NA,NA,NA,NA,NA,NA,0.249965,0,0.465085,0,0.90354,0,0.712082,0,0.536819,0,0.249965,0.080292,0.465085,0.09854,0.149658,0.054745,0.027782,0.095588,4721607.54,2486.34,1899.02,1.3093,1189,64.4061,43.6174,59.3514,0,492.7191,76578.84,2.96423,0.827184,0.51628,174.0932,251.821,16218.81,40.4237,32.1203,0.224527,3.672571,0.041117,1.982248,0.001417,1.299469,6.501927,0.968915,1189.301098,3014.559948,1414.872599,0.001217,0,1.72571,2.978074,0.993436,1.6062248015342400
indonesia43,270,286,2.1185,3,4,1,3,-0.1948,1.1013,2,0.007407,TRUE,1,1,1,33,20,0,0,0,0,0,0,270,1,120,0.444444,159,0.555944,161,110,2.6708,8.5116,0.007876,0.011152,0.00374,0.003717,0.01487,0.474834,0.071674,0.070845,0.011188,0.048468,0.101433,0.088163,0.156089,0.04959,0.014842,0.075072,0,0.403935,0.709502,1.513853,0.052105,0.004049,0.158679,2.2E-05,1,0.860655,3.045358,0.003704,0.004463,0.001521,0.001847,0.006962,0.221917,0.410625,0.099829,0.098706,0.016062,0.06346,0.142944,0.090816,0.160899,2.519386,3.029526,0.804682,1.64145,5.095526,0.164692,0.319396,1.285533,1.369241,0.13232,1.136633,1.514101,0.053494,0.10293,0.84904,0.904326,0.087392,0.750698,1,0.053494,0.10293,0.0998287853955076,0,0,0,0.00787553352609115,-0.279505752023863,33,14.2901280462619,0.00423221445453993,270,286,2.1185,3,1.0059,1,4,0.236571,0.726301,0.661107,-0.1937,1.0932,0.007047,2,0.433333,0.853935,15,18,6.6655,31,0.190617,0.08152,17,0.059441,0.940559,0.006993,0.02972,0.055944,1,1.9543,0.3,1,14.264663,21.01955,21.334539,28.774438,48.793988,3.020135,2.961733,2.896394,2.865177,NA,NA,NA,NA,NA,NA,NA,-0.058098,0.914338,0.227435,0,0.799664,0,1.048608,0.888599,0.709091,0,-0.058098,0.011111,0.227435,0.074074,0.189174,0,-0.03249,0.08,6776354.12,2610.31,2595.99,1.0055,286,98.8392,69.084,89.2996,6.9089,471.4301,28268.02,3.459946,0.965516,0.262054,39.8444,42.2056,4171.57,54.9838,51.4781,0.031776,2.785382,0.091982,1.997503,0.002024,0.924015,5.339457,0.954376,326.790025,680.234205,423.517285,0,0,1.463306,2.141264,0.999984,1.5111603480604900
indonesia63,636,742,2.3333,3,5,1,3,-0.198,1.5366,60,0.09434,TRUE,1,1,1,71,36,0.050038,0.032495,0,0.107835,1,0,572,0.899371,266,0.418239,360,0.485175,382,175,2.6623,8.9758,0.003675,0.004724,0.001724,0.001575,0.007874,0.469271,0.041653,0.042139,0.008719,0.023949,0.060008,0.119722,0.20932,0.038156,0.006294,0.081603,0,0.440953,0.802355,2.13868,0.031872,4.2E-05,0.113662,0,1,0.907812,3.566156,0.001572,0.001774,0.000622,0.00069,0.00389,0.219924,0.395277,0.063337,0.062075,0.013412,0.035676,0.099302,0.120202,0.211753,2.900415,3.141272,1.15492,1.64145,7.825253,0.213553,0.398191,1.326245,1.395346,0.155356,1.13663,1.728166,0.063282,0.11714,0.767429,0.807415,0.089897,0.657709,1,0.063282,0.11714,0.0633369748941962,0.100104821802935,0,0.0527210884353742,0.0036745406824147,-0.107315996291224,71,25.1906205120586,0.00052576417766144,636,742,2.3333,3,1.095,1,5,0.241732,0.94882,0.684429,-0.1975,1.5318,0.004213,2,0.509434,0.905702,25,25.44,9.6224,49,0.208428,0.063779,107,0.144205,0.855795,0.003369,0.014825,0.028302,3,7.364,0.0256,1,23.627562,38.078444,40.923875,55.11248,116.079828,4.952829,4.569196,4.769356,4.1564,4.120287,NA,NA,NA,NA,NA,NA,0.027145,0.134871,0.353216,0,0.958902,0,0.960615,0.071017,0.657041,0,0.027145,0.056604,0.353216,0.11478,0.265115,0.048742,0.057453,0.128205,6522660.59,2593.51,2514.99,1.0312,742,64.7998,46.1224,59.2053,5.5121,402.5953,48081.43,3.472071,0.9689,0.265263,97.5062,113.7573,7371.44,37.449,30.5399,0.084451,3.420053,0.167548,1.993673,0.000234,1.064854,6.209401,0.962157,808.979282,1844.664204,1064.175844,0,0,1.551225,2.406299,0.93603,1.5715818559492800
indonesia79,234,268,2.2906,3,5,1,3,-0.2465,1.5412,12,0.051282,TRUE,1,1,1,30,15,0.012848,0.008547,0,0.0528,0.333333,0,228,0.974359,87,0.371795,100,0.373134,103,126,3.2621,12.2202,0.009831,0.012876,0.004518,0.004292,0.021459,0.459605,0.083816,0.08436,0.013944,0.05084,0.121671,0.093421,0.166364,0.048703,0.01713,0.072143,0,0.445505,0.690251,1.481286,0.090064,0.01347,0.174782,1E-06,1,0.774071,1.940642,0.004274,0.004944,0.0017,0.002076,0.009406,0.216405,0.397866,0.117608,0.116523,0.019437,0.071161,0.171087,0.093753,0.165267,2.72765,3.14443,0.919661,1.641451,5.118176,0.178022,0.337162,1.316468,1.396126,0.14321,1.136663,1.638632,0.057235,0.108784,0.803394,0.852007,0.087396,0.693666,1,0.057235,0.108784,0.117607606733409,0.0256410256410256,0,0.0138888888888889,0.00983089395106562,-0.219294810837014,30,12.2990719342651,0.00448149147880333,234,268,2.2906,3,1.0528,1,5,0.231423,0.867917,0.62607,-0.2449,1.528,0.011729,2,0.58547,0.827878,16,14.625,3.4424,20,0.127137,0.115588,35,0.130597,0.869403,0.009328,0.039179,0.076493,3,8.8805,0.0066,1,12.33985,18.586591,19.506944,25.831703,48.513031,2.770318,2.935959,2.709572,2.467477,3.26363,NA,NA,NA,NA,NA,NA,-0.086119,0.971509,0.142772,0.000261,0.772833,0,1.095537,0.985016,0.769259,1.8E-05,-0.086119,0.008547,0.142772,0.076923,0.083949,0.008547,-0.163776,0.0625,6145116.02,2428.32,2530.6,1.0421,268,79.0018,52.4207,124.0219,2.7703,1674.8944,21172.48,3.528661,0.984692,0.024795,38.079,43.6119,3445.42,36.5888,35.9706,0.075594,2.982188,0.131807,1.998083,0.002059,1.00344,5.212653,0.956268,297.244522,638.270015,381.358175,0,0,1.527993,2.334764,0.946344,1.4618126019342700
indonesia80,661,785,2.3752,3,4,1,3,-0.5069,1.6186,33,0.049924,TRUE,1,1,1,47,25,0.019383,0.012859,0,0.063254,0.333333,0,634,0.959153,223,0.337368,279,0.355414,283,376,3.3322,22.2318,0.003599,0.004545,0.001523,0.001515,0.006061,0.423231,0.055114,0.055495,0.007802,0.035811,0.073801,0.080537,0.141565,0.026603,0.00829,0.039683,0,0.195878,0.690905,1.491644,0.025408,7E-06,0.113652,0,1,0.951031,4.473151,0.001513,0.001694,0.000542,0.000693,0.00294,0.198682,0.358517,0.075568,0.076265,0.010653,0.044437,0.097,0.07974,0.140975,2.814639,3.145025,0.90451,1.64145,5.123944,0.169899,0.321359,1.329864,1.397517,0.140663,1.13663,1.614158,0.055207,0.105773,0.823875,0.865787,0.087144,0.704163,1,0.055207,0.105773,0.0755682204494451,0.0408472012102874,0,0.0194063926940639,0.0035987713748682,-0.117353308364543,47,18.5315545775455,0.00227551144467899,661,785,2.3752,3,1.0053,1,4,0.208208,0.816359,0.743082,-0.5058,1.6137,0.002469,2,0.588502,0.880291,21,31.4762,12.098,56,0.213529,0.047669,125,0.159236,0.840764,0.002548,0.012739,0.025478,1,1.8392,0.3632,1,19.264663,28.189475,28.717368,37.565851,73.228575,3.428972,3.25259,3.249127,3.166381,3.149378,NA,NA,NA,NA,NA,NA,0.026911,0.134642,0.312609,0,0.84978,0,0.965996,0.099568,0.642544,0,0.026911,0.024206,0.312609,0.059002,0.072477,0.018154,-0.067517,0.077626,6517057,2512.45,2593.9,1.0324,785,60.7761,41.9204,56.3124,4.753,541.1848,47709.22,3.266826,0.911625,0.483111,101.4261,120.4531,7320.67,36.3339,28.8807,0.094913,3.268039,0.121513,1.996359,0.000989,1.034834,6.253824,0.963277,855.432205,1860.476652,1077.030379,0,0,1.552125,2.409091,0.957749,1.5469377034867800
ishikawa,1032,1540,2.9845,3,6,1,3,-0.9583,4.6209,196,0.189922,TRUE,1,1,1,43,26,0.046778,0.042345,0,0.112691,0.666667,0,888,0.860465,115,0.111434,130,0.084416,132,901,8.8106,78.2479,0.002895,0.00291,0.000816,0.00097,0.00582,0.281895,0.055771,0.055846,0.008281,0.037963,0.074753,0.085327,0.148485,0.016838,0.005962,0.028417,0,0.263907,0.687042,1.687606,0.020009,0.000791,0.067212,0,1,0.867251,3.359072,0.000969,0.000956,0.000223,0.000405,0.001702,0.118012,0.230255,0.075312,0.076161,0.010174,0.049627,0.100382,0.07704,0.135089,3.550552,3.448966,0.952607,1.64145,10.32085,0.135832,0.268298,1.440887,1.444948,0.130841,1.136635,1.966197,0.044612,0.090806,0.732829,0.734895,0.066545,0.578088,1,0.044612,0.090806,0.0753120136815117,0.137650732127476,0,0.0478641840087623,0.00289475860720757,0.0726794301787491,43,18.3435646132678,0.00401501468019325,1032,1540,2.9845,3,0.8413,1,6,0.126783,0.881921,0.547968,-0.9569,4.6119,0.002931,2,0.875969,0.871544,22,46.9091,20.4029,85,0.240662,0.032774,509,0.330519,0.669481,0.001948,0.008766,0.016883,4,12.8217,0.0035,1,22.35393,33.38245,34.301745,45.316598,85.449728,3.727768,3.945542,3.499544,3.545743,3.497173,3.322723,3.544315,2.982014,NA,NA,NA,0.118276,0,0.264228,0,0.936584,0,0.841593,0,0.656354,0,0.118276,0.071705,0.264228,0.078488,0.045997,0.011628,-0.084103,0.083242,5754308.82,2849.7,2019.27,1.4113,1540,68.7977,57.0898,49.2419,2.364,466.7487,105948.53,3.465535,0.967076,0.2432,179.3439,267.6255,18412.03,51.1174,29.8127,0.247207,3.528728,0.034143,1.975052,0.001351,1.267103,6.742312,0.971755,1516.268539,3664.170175,1714.485051,0,0,1.732891,3.00291,0.958881,1.6212159812287600
italy16,202,276,2.7327,3,5,1,3,-0.6444,2.2506,42,0.207921,TRUE,1,1,1,28,14,0.07799,0.061881,0,0.12282,0.333333,0,158,0.782178,53,0.262376,65,0.235507,71,128,3.831,14.9494,0.013595,0.014925,0.005294,0.004975,0.024876,0.389373,0.097538,0.096821,0.018727,0.057086,0.136087,0.109961,0.192,0.048276,0.025708,0.057834,0,0.29002,0.607066,1.19799,0.22282,0.082802,0.285496,7.3E-05,1,0.648712,1.281288,0.00495,0.005163,0.001583,0.002167,0.01008,0.176436,0.319786,0.135994,0.136923,0.026089,0.075947,0.183188,0.10987,0.191838,3.399502,3.470812,1.185631,1.64145,6.685306,0.192809,0.348766,1.399285,1.432022,0.161694,1.136636,1.657221,0.0624,0.115555,0.844356,0.86411,0.09757,0.685868,1,0.0624,0.115555,0.135993607961989,0.217821782178218,0,0.0816993464052288,0.0135953893896852,0.0225716064757135,28,10.6551401408798,0.0107991129623256,202,276,2.7327,3,1.064,1,5,0.197589,1.027406,0.741116,-0.6396,2.2284,0.011393,2,0.712871,0.787262,13,15.5385,5.9947,25,0.208682,0.110468,75,0.271739,0.728261,0.009058,0.038043,0.074275,3,5.8706,0.0712,1,11.33985,17.33985,17.61417,23.212525,46.552375,2.783232,2.601778,2.479438,2.286598,2.227622,2.69945,NA,NA,NA,NA,NA,0.173186,5.7E-05,0.436796,0,0.849134,0,0.772858,2E-06,0.594426,0,0.173186,0.039604,0.436796,0.094059,0.187335,0.00495,0.025738,0.104575,4107739.48,2297.42,1787.98,1.2849,276,106.4224,84.8043,100.1164,4.1113,1144.8812,29372.57,3.367406,0.939693,0.317795,49.1755,67.1902,7150.54,56.0473,67.5562,0.18797,3.44177,0.067107,1.992346,0.004644,1.223629,5.089871,0.959755,280.947484,686.699417,349.181683,0,0,1.675103,2.80597,0.924186,1.465324243117060
italy36,87,98,2.2529,3,4,1,3,-0.3255,1.3542,3,0.034483,TRUE,1,1,1,23,12,0.053571,0.032567,0,0.097908,0.333333,0,78,0.896552,38,0.436782,55,0.561224,59,12,2.4576,1.8784,0.026196,0.034884,0.011924,0.011628,0.046512,0.455183,0.103413,0.102748,0.020766,0.069692,0.15035,0.113489,0.200802,0.106543,0.046238,0.152307,0,0.631737,0.690343,1.429543,0.107531,0.000303,0.274774,3E-06,1,0.876028,2.555298,0.011494,0.012796,0.004514,0.005684,0.02289,0.216408,0.392682,0.161895,0.158049,0.028712,0.111918,0.219054,0.100987,0.177352,2.709306,3.137687,0.900101,1.641507,4.820143,0.177639,0.332226,1.308871,1.392721,0.139096,1.136897,1.575213,0.055496,0.106272,0.830917,0.884148,0.088303,0.721742,1,0.055496,0.106272,0.161894541015097,0.103448275862069,0,0.0534591194968553,0.0261962042234697,-0.212121212121214,23,10.056134723336,0.00680661231182365,87,98,2.2529,3,1.0255,1,4,0.226132,0.801618,0.729664,-0.3199,1.3232,0.020793,2,0.482759,0.767805,7,12.4286,4.1975,17,0.174056,0.107514,12,0.122449,0.877551,0.020408,0.091837,0.168367,1,1.8912,0.3305,1,8.33985,14.416666,15.064701,21.434588,35.114288,2.700506,3.180692,2.707018,2.673841,NA,NA,NA,NA,NA,NA,NA,-0.012678,0.506023,0.328911,0,0.86598,0,0.9769,0.370953,0.695797,7.4E-05,-0.012678,0.022989,0.328911,0.137931,0.166277,0.011494,0.116091,0.113208,4251102.77,1770.12,2401.59,1.3567,98,164.6241,86.0257,188.5546,7.9472,1036.6513,16133.16,3.372503,0.941115,0.277571,20.4653,23.0528,3795.05,63.6293,65.8877,0.071006,2.934725,0.051943,1.995638,0.00281,0.996693,4.216646,0.946636,108.440494,235.709664,139.802639,0,0,1.509659,2.27907,0.912308,1.4147256416094700
italy54,295,322,2.1831,3,5,1,3,-0.0054,1.4218,19,0.064407,TRUE,1,1,1,38,19,0.048913,0.028249,0,0.095992,0.666667,0,270,0.915254,132,0.447458,190,0.590062,200,55,2.47,3.9045,0.007425,0.010204,0.003712,0.003401,0.017007,0.499883,0.071156,0.070504,0.014434,0.040924,0.111575,0.114223,0.202842,0.046613,0.013319,0.081082,0,0.540805,0.742449,1.73949,0.070384,0.007775,0.15938,0,1,0.807832,2.264441,0.00339,0.003901,0.001473,0.001607,0.007867,0.237018,0.434648,0.096827,0.094245,0.018933,0.056777,0.152326,0.110101,0.195534,2.658203,3.137585,0.960341,1.64145,5.524053,0.193905,0.361274,1.299325,1.392273,0.145209,1.136635,1.633942,0.059659,0.111757,0.795209,0.852095,0.08887,0.69564,1,0.059659,0.111757,0.0968266110572822,0.0836158192090395,0,0.0508130081300813,0.00742534301856336,-0.318410877970372,38,14.6574656981437,0.00267551412862976,295,322,2.1831,3,1.0913,1,5,0.256669,0.906473,0.653882,-0.0054,1.4122,0.009647,2,0.420339,0.872849,16,18.4375,4.2421,26,0.126059,0.105765,28,0.086957,0.913043,0.007764,0.032609,0.063665,3,8.0597,0.0147,1,15.924813,23.305634,23.507805,30.341478,63.852881,3.28042,3.420169,3.091813,2.879587,3.120399,NA,NA,NA,NA,NA,NA,0.057277,0.056013,0.337865,0,0.81845,0,0.938284,0.056147,0.666343,0,0.057277,0.084746,0.337865,0.094915,0.198334,0.061017,0.08045,0.060976,6005089.42,2489.83,2411.85,1.0323,322,93.6386,62.8282,130.6886,5.5924,1599.3746,30151.62,3.469919,0.968299,0.051285,49.125,53.6212,5021.01,43.9702,34.3658,0.047863,2.975264,0.050296,1.998118,0.001264,0.97765,5.437329,0.956673,356.24737,784.169856,481.674486,0,0,1.484615,2.204082,0.903878,1.5356227405789600
mongolia05,224,306,2.7321,3,5,1,3,-0.7785,3.0667,24,0.107143,TRUE,1,1,1,26,13,0.084298,0.063839,0,0.137117,0.666667,0,180,0.803571,45,0.200893,52,0.169935,54,161,5.1296,21.6543,0.012252,0.013453,0.004246,0.004484,0.022422,0.346563,0.094781,0.092762,0.016309,0.061096,0.135727,0.096656,0.172066,0.044475,0.021622,0.061305,0,0.328446,0.639019,1.378418,0.050231,0.002035,0.153803,2.1E-05,1,0.881191,3.061902,0.004464,0.004602,0.001284,0.001932,0.007526,0.154468,0.287662,0.13028,0.129906,0.020874,0.081625,0.174424,0.090661,0.160227,3.385699,3.37748,1.189775,1.641508,8.543246,0.180065,0.351412,1.393979,1.428755,0.14081,1.136934,1.771666,0.05076,0.101013,0.786818,0.806447,0.079479,0.641732,1,0.05076,0.101013,0.130279912052679,0.192212301587302,0,0.0798882681564246,0.0122517616912236,-0.00634249471458579,26,10.873398462524,0.00798278341863844,224,306,2.7321,3,0.9469,1,5,0.161152,0.882634,0.636686,-0.7733,3.0394,0.010261,2,0.776786,0.812866,11,20.3636,6.5768,30,0.173701,0.064073,83,0.271242,0.728758,0.00817,0.037582,0.070261,3,7.3348,0.0171,1,11.988469,17.772809,17.847452,23.310895,42.663406,2.616403,2.756951,2.434809,2.375762,2.249695,2.445646,NA,NA,NA,NA,NA,0.098785,0.008671,0.344158,0,0.740362,0,0.856467,0.001371,0.571157,0,0.098785,0.049107,0.344158,0.084821,0.170616,0.013393,-0.128906,0.089385,4785953.98,2594.8,1844.44,1.4068,306,141.9225,88.8448,142.7841,6.1163,916.8996,43428.27,3.447887,0.962151,0.062053,46.8036,63.9371,9074.11,56.2601,43.9722,0.187359,3.469458,0.16727,1.965868,0.003242,1.21956,5.192322,0.960266,317.967445,758.396619,379.253816,0,0,1.683473,2.834081,0.938911,1.5009180998611200
myanmar03,494,509,2.0607,1,7,1,1,0.755,2.505,50,0.101215,TRUE,1,1,1,50,25,0.009454,0.004723,0,0.036468,0.333333,0,485,0.981781,197,0.398785,386,0.75835,390,71,2.2641,3.6314,0.00418,0.002028,0.002623,0.002028,0.014199,0.627431,0.051631,0.05103,0.009585,0.03226,0.074561,0.105899,0.185643,0.038766,0,0.071599,0,0.371828,0.785895,1.846956,0.023226,7.2E-05,0.104496,0,1,0.942143,4.499182,0.002024,0.0012,0.001127,0.000983,0.006955,0.289399,0.556797,0.073591,0.072593,0.013016,0.045697,0.105311,0.100912,0.176871,2.538463,1.755264,1.07273,1.64145,7.230383,0.217626,0.42259,1.286527,1.165083,0.167003,1.13663,1.8595,0.068411,0.129809,0.691867,0.626557,0.089811,0.611256,1,0.068411,0.129809,0.0735909405625651,0.0182186234817814,0,0.0108024691358025,0.00417997717026221,-0.432243060700931,50,20.0727841604323,0.00129918792363717,494,509,2.0607,1,1.293,1,7,0.318979,1.062007,0.592717,0.7527,2.4949,0.01006,2,0.230769,0.896716,21,23.5238,7.3323,39,0.170619,0.131454,16,0.031434,0.968566,0.006876,0.028487,0.053045,5,10.3354,0.0173,1,23.416666,36.037802,36.3798,48.344,98.984452,4.468573,4.302259,4.229563,4.195367,4.655949,4.456624,5.206105,NA,NA,NA,NA,-0.058802,0.972779,0.271203,0,0.93672,0,1.077678,0.992761,0.725862,0,-0.058802,0.020243,0.271203,0.091093,0.136519,0.020243,0.0957,0.097222,4329614.59,2431.41,1780.7,1.3654,509,64.8062,49.194,52.1153,6.6753,471.5399,32986.38,3.520859,0.982514,0.101278,114.0979,117.5624,7618.78,35.0451,23.5407,0.016277,3.022631,0.050745,1.999679,0.000646,0.931559,5.962831,0.961668,549.191356,1254.000776,822.179167,0,0,1.436979,2.064909,0.945543,1.6153800489975200
myanmar11,276,290,2.1014,1,5,1,1,0.3966,1.7441,26,0.094203,TRUE,1,1,1,48,24,0.011742,0.007246,0,0.048698,0.333333,0,270,0.978261,112,0.405797,199,0.686207,202,74,2.3614,5.066,0.007642,0.003636,0.004337,0.003636,0.018182,0.567534,0.060131,0.061549,0.011581,0.03366,0.083867,0.108849,0.192601,0.059706,0,0.110676,0,0.485806,0.775887,1.853689,0.070736,0.00322,0.14877,0,1,0.8052,2.103185,0.003623,0.002175,0.001815,0.001824,0.008618,0.26796,0.501054,0.094314,0.093682,0.018095,0.053873,0.144301,0.108702,0.191859,2.56047,1.755129,0.985653,1.64145,5.176995,0.20391,0.38495,1.289238,1.164511,0.155079,1.136632,1.645227,0.064273,0.120287,0.783624,0.707812,0.09426,0.690867,1,0.064273,0.120287,0.0943137940181156,0.0217391304347826,0,0.0149253731343284,0.00764163372859025,-0.408067585758716,48,17.3593412384717,0.00136767039596118,276,290,2.1014,1,1.1926,1,5,0.293641,1.004958,0.724924,0.3944,1.7315,0.010617,2,0.311594,0.861552,16,17.25,3.7148,27,0.109149,0.126818,15,0.051724,0.948276,0.008621,0.043103,0.077586,3,6.1075,0.0364,1,16.205769,26.94949,30.175955,41.7223,83.632447,4.269341,4.171528,3.953159,4.031198,3.758032,4.121347,NA,NA,NA,NA,NA,-0.02111,0.673089,0.263547,0,0.92179,0,1.026856,0.744073,0.727593,0,-0.02111,0,0.263547,0.119565,0.175743,0,-0.05035,0.104478,4203917.59,2309.24,1820.47,1.2685,290,82.1909,60.2754,75.1359,4.0248,616.7625,23835.35,3.506511,0.97851,0.071765,65.653,68.9833,5669.79,46.0842,35.536,0.027422,2.874725,0.082975,1.998705,0.000672,0.940191,5.375167,0.956985,319.004804,706.689703,453.360798,0,0,1.45727,2.123636,0.985751,1.5483564826270400
myanmar12,484,551,2.2769,3,6,1,1,0.2507,1.7168,71,0.146694,TRUE,1,1,1,44,23,0.00553,0.002755,0,0.026125,0.333333,0,478,0.987603,175,0.36157,273,0.495463,274,211,2.7628,12.6262,0.004714,0.006211,0.002602,0.00207,0.012422,0.551981,0.06878,0.070301,0.012536,0.037424,0.096139,0.102895,0.182266,0.029275,0.008273,0.049366,0,0.28664,0.739785,1.686297,0.063008,0.005838,0.156031,0,1,0.830314,2.47638,0.002066,0.002277,0.000988,0.000903,0.005572,0.260267,0.477964,0.093784,0.094684,0.018454,0.047281,0.144831,0.110834,0.196774,2.745764,3.137611,1.101089,1.64145,6.309073,0.216767,0.401014,1.323051,1.39239,0.175822,1.13663,1.797158,0.072558,0.132891,0.736191,0.774773,0.097833,0.63246,1,0.072558,0.132891,0.0937835515959491,0.012396694214876,0,0.00510855683269476,0.00471399483257191,-0.23537649115951,44,15.1104238317677,0.00338602484954787,484,551,2.2769,3,1.2568,1,6,0.292174,1.105259,0.686736,0.2499,1.7097,0.00774,2,0.43595,0.855552,20,24.2,9.401,43,0.213636,0.105269,68,0.123412,0.876588,0.005445,0.023593,0.046279,4,9.5175,0.0159,1,16.779565,24.849625,26.3251,34.28934,80.712982,3.267049,3.26086,3.121247,2.945642,2.881059,3.00467,3.630421,NA,NA,NA,NA,-0.029838,0.823294,0.250746,0,0.894224,0,1.032891,0.855642,0.724265,0,-0.029838,0.045455,0.250746,0.076446,0.058534,0.020661,0.076364,0.084291,4322000.26,2484.51,1739.58,1.4282,551,62.7433,42.7489,60.921,3.0861,566.8325,34571.56,3.268665,0.912138,0.428853,111.9852,127.4873,7998.97,29.6963,22.9469,0.070613,3.386617,0.121985,1.996738,0.001618,1.010059,5.950439,0.962852,585.379695,1328.949898,827.618154,0,0,1.510488,2.281573,0.948395,1.5758761828394400
