"centralization_degree","bridges_ratio","moran_i_degree","getis_gi_degree_mean","rosval_mean","orientation_entropy","d_value","c2","c5","c7","c10","c11","c13","c14","c15","c16"
0.00914813621573192,-0.0476407966519808,0.071296682446404,0.0328098549909249,-0.489193642748861,-0.291449234228855,0.63003832944882,-0.00916536409872282,-0.877812058125386,-0.0441472409777582,-0.260359271920244,-0.470730646412718,0.66555334885673,-0.508514566427398,-0.525442862203343,0.0956510991069962
0.223312143708159,-0.13106503289242,-0.046130848487855,0.00587288635490351,-0.144487131489316,-0.654044728426007,-2.83412810596241,0.0205477782127658,-1.44198463984594,-0.00277159162547563,-0.717141935631858,-0.512215447648085,0.740640807694947,-0.358164529963667,0.987188274668591,-0.615151739088042
0.167968751906988,-0.159552677436137,0.0999015278308567,0.0180432426799877,-0.0926552418913766,-0.795262586734961,-3.90145214463629,-0.00784615602801584,-0.816953886869254,-0.0601138123998931,-0.594139232107983,-0.881932206481666,0.569136081408212,0.363313916951019,2.00234722539525,-1.35977349398897
-0.0835968912939934,-0.877796342689526,0.113738426728752,-0.00906352735713325,-0.25580118446738,-0.224606591160849,-2.40176824464846,0.0117485492030663,-0.183030625226275,-0.0371637792291786,-0.0978111190065967,-0.403849633094851,0.343226595598605,-0.97802865413785,-0.287050199366597,-0.245300378417603
0.216152861094809,0.611615775436631,-0.00184261252107089,0.0966645413770357,0.0752955765507143,-0.0286383520524614,-3.0018298179765,0.00538846509090991,-0.689432865687828,-0.0301168079704551,-0.396719578124689,-0.372132197666979,0.664415547424542,1.31023262979998,0.641506021753943,-0.200421267413859
0.182499740200526,0.484699291322276,-0.0153906169732376,0.0565947164491774,0.202338564697999,-1.14708900087111,-2.15407938912461,0.000278209668398915,-2.06505406207241,-0.0282882234649706,-0.287337096266531,-0.281240490426994,0.586502694797617,2.20567647427164,2.00151685605251,-0.720048992890565
0.0904253146042995,0.390841167394201,-0.017776218838606,-0.0251372595839425,0.310289928116562,0.325215824966395,0.711174118138829,0.0205368693629446,3.28044305260194,0.0684566732050352,0.573937424578515,0.486340820670186,-0.251459427782841,0.220127332036125,-0.096332295552713,0.644573451841458
-0.120256469049941,-0.0722440635841562,-0.0367311058168337,-0.0891576637571031,-0.499634138254413,0.182955142637432,4.31013903085562,-0.0162146045486201,-0.160525585039218,0.0649665310256987,0.331465401763311,0.332743741928258,-0.556674754880876,-1.49902746278131,-1.46464057855827,0.588283472163334
-0.643335951865717,-1.23811214934707,0.0950643411222551,-0.0218643887352463,-0.223350086621772,0.323828878860168,0.486819011312483,-0.0170506156130303,-0.579131523972915,-0.00420903587203031,0.542179944742137,0.440757971899888,0.68160053494929,-2.05078307587716,-1.02117539858699,0.308806326277494
-0.231338024252735,-0.226279717738637,0.0850754956703468,0.0193288247045976,-0.579256598786911,0.0492546212648725,-1.303852332745,-0.00714657727435481,0.666734588246132,-0.108814712959567,-0.409963099961508,-0.315085339951451,0.323175665630235,-1.34485351895552,0.0166240988239833,0.136449475771445
-0.0897383344724453,0.555924233095068,-0.0120746566644505,-0.0184917124355921,-0.460432144507715,0.131102035190558,-1.16080195669229,0.0164663568756435,2.11970619529635,-0.0111092453419511,-0.160837328570673,0.0758149107356634,0.0291308557043455,-1.19986132951131,-0.498807508083565,0.0390916502668782
0.157257663054631,0.849565691733195,-0.0338169719595888,-0.0149449752651266,-0.281932034360831,0.178326303257262,-3.79166951571292,0.0112873826312568,2.6648306411464,-0.0831946092055873,-0.402140444588829,-0.136579489139256,0.68275054874981,0.480715196178718,-0.025142956749563,0.0205680011088282
-0.206700180449992,-0.0433616125262425,0.0232260211271399,-0.000633127200520396,-0.490600267645805,0.104678145457215,-0.739756420502813,-0.00974382336176281,1.78650811949572,-0.0847807439199194,-0.369907515606807,-0.593131896764698,0.593789346963712,-0.965984611704854,-1.10043054838225,0.493321528121623
-0.0554522958811506,-0.819707186750211,0.0730505263589984,-0.0351974442535875,-0.026883089220512,0.261522831601375,2.13257454520112,-0.0147879646482747,0.362001793058211,0.0259660054317536,-0.244788504749326,-0.138739646073345,0.584287839779729,-0.954307057769881,-1.30462716771965,0.63541853322579
0.167105293892582,0.99475804159859,-0.00686954630518283,0.0122346280345156,-0.284808941281403,0.200945360727888,-4.29656730216418,-0.00398095665922775,-0.153030259968908,-0.0580566891455827,-0.307850981751436,-0.0446480960086263,0.596562429765953,0.207905697679405,0.694299045768314,-1.15728310401374
0.25530553023147,0.35033700081908,0.00300652858273721,0.0389129503274937,0.644703473848027,0.199693269675784,-3.04757906355512,0.0267194089338723,-2.52722899959272,-0.000566432405314895,-0.2734233798987,0.0524617098869736,-0.689162351065063,1.74466972616308,1.66251597580726,-1.61285921697186
0.252118439605338,0.662099907783725,-0.0267649220812211,0.0199402887989151,0.0398585673165128,-0.413489594271025,1.17257607004412,0.0204335393725271,-2.03453926521504,-0.00457850753564859,-0.188160919745242,-0.0921363332973024,-0.0198753108189577,0.550882246606606,0.112186795004343,-0.0460435033913976
0.233838880687741,0.793960606020829,-0.150729982361164,0.0010187164694786,0.2089621704885,0.0518896383555771,-0.348391513050616,0.00467231740676907,-0.712846618257795,0.00989094351722667,0.159366350110072,0.296993673066261,-1.27061026452879,1.18943606752773,0.740383068678114,-0.036590679027273
-0.0898801729187197,0.0209499906642988,0.0517841014751293,0.0205427461888793,-0.546747266033473,0.306226875830997,-0.422937386313568,-0.00685160090794699,-1.52224180935952,-0.0325904929136364,-0.678694781435747,-0.425106912607944,-0.0888070501317014,-1.41775318145043,0.120921783292099,-0.43147546814095
