"degree_sd","centralization_degree","bridges_ratio","assortativity","moran_i_degree","getis_gi_degree_mean","rosval_mean","orientation_entropy","d_value","c1","c2","c5","c7","c8","c9","c11","c13","c14","c15","c16"
0.764603243306016,-0.00251596658509533,-0.291185891476363,0.155632716712896,-0.744060389765633,1.25911846358733,-0.249562584199186,0.353611013895164,-0.30406352144912,1.76441824083439,-1.9900035725486,1.24603867008921,0.329097246523268,-0.293139859103208,-0.372773497390459,1.50802064648843,1.67143077550924,2.36561295040207,-4.57423899243697,1.9295173132801
0.625156390404291,-0.218123890954664,-0.557955367963736,0.10871920323821,0.483355490489897,0.221705476393352,-0.0752505811083946,0.780505303376895,2.81020986572638,-4.79553545008461,4.44074868376458,1.73223130374474,0.0207534176836299,-0.427124343968761,-0.112129793372596,1.63049502709466,1.88424240597324,1.49729524200004,7.73675788024738,-15.6995268197276
0.401600942643754,-0.167298290875052,-0.528537469415568,-0.0668703724125321,-1.04581167909996,0.697804938527596,-0.0447897261395703,0.945025543703244,3.60740596968393,1.21642202675055,-1.68150868973888,0.85738424252845,0.447007805771536,-0.579681681940536,0.084960215030905,2.79617462107385,1.48616358438086,-1.46091394553081,16.3746261621027,-32.2648416318671
0.483042115544064,0.0821805247623064,-3.21446393097519,-0.121464776803636,-1.19339782662281,-0.352319142325856,-0.127683651338753,0.266396080157849,2.22532644885949,-1.2233073711228,2.53087221499396,0.161466544399235,0.27601031531551,0.331941731116626,1.39442134950778,1.27749826892264,0.883355800273104,3.76512162041474,-2.42506068423546,-6.46917253726063
0.405830724363207,-0.21464860677229,2.20720103161932,0.420878170119718,0.0163090525420728,3.70800956188942,0.03780432993872,0.0330920013787233,2.79452651978131,-1.21592944132372,1.12970087597428,0.731975156428905,0.223350925394841,-0.189008010780685,-0.190633688001156,1.17641011345578,1.71037805517395,-5.27080316495373,5.02908695899084,-5.65052074453907
0.35510024430531,-0.18144146091454,1.79559168922689,0.156214191802083,0.159912805930257,2.17349364766898,0.102905930133768,1.36389758365867,1.94276943019062,-0.0644200393970077,0.0521294399477939,2.21133433070527,0.209869572774558,-0.190244993341253,-0.463969163398958,0.887424990493937,1.52642712182149,-8.78737985010866,16.2226004590544,-17.5730331872021
-0.517194074569431,-0.0870453237269204,1.39972840163593,0.0353522916589383,0.188741037388231,-0.964019539595339,0.153550280402378,-0.38433817279287,-0.533662821511787,-3.87211586427589,4.47442182208454,-3.52068717793435,-0.508481787406114,1.02108184142233,1.86311276762408,-1.53607322330677,-0.661706360149377,-0.709383776050295,-0.806914591537583,15.84405057258
-0.0627942237074472,0.119382416553469,-0.173853745117434,-0.232369962925299,0.392346903651987,-3.4102162254531,-0.249412881372244,-0.216095390213646,-4.01560458995925,3.17850081140305,-3.42327388702946,0.226509560446135,-0.481982408102153,0.618389666083274,0.7835936573907,-1.04831361212327,-1.4214875254906,6.13864216092653,-11.3270599209808,16.0691041347637
0.634456497079714,0.636879510213913,-4.52098312058055,-0.594286890727032,-0.994119691855957,-0.837755109920165,-0.112442144971355,-0.383637673818807,-0.384966466731329,3.27346138770379,-3.68533978368713,0.70502388891892,0.0317212070208501,0.829962612148036,1.07108849455159,-1.39413625247797,1.75644073578651,8.17237535297093,-8.21601246993604,7.83882569870386
0.444057963131892,0.225709858406791,-0.957247967274484,-0.126764383149111,-0.906712667035729,0.716095688495667,-0.288646253890405,-0.0618226950002618,0.996492001316859,1.02495506631731,-1.75172405785442,-0.977880044677993,0.806838411405748,-1.7588545211681,0.440054839309339,0.983145510237623,0.803336570730314,4.65346111837222,-0.770051671785436,-1.0324821177633
-0.351787380312077,0.0919176280036961,1.9832008366079,0.115300048079911,0.129785267315464,-0.70852629102843,-0.234680163976316,-0.152425859709046,1.32278138043024,-3.42392501821145,3.59680810751696,-2.10244810532255,0.0834774143128288,0.367031585557888,2.38636761889631,-0.229652211543957,0.0464333416676149,4.95896896314578,-4.12517237298934,1.2325957719358
