Variable,Coefficient,FeatureSet,TargetVariable,Lambda,R_Squared,RMSE,AgentType
d_value,-8.332796964386748,New_Features,buried_rescue_rate,0.7781635089710534,0.6008266704726066,10.118525928927712,Distributed
rosval_mean,-3.640955196097612,New_Features,buried_rescue_rate,0.7781635089710534,0.6008266704726066,10.118525928927712,Distributed
bridges_ratio,-3.4907039479977886,New_Features,buried_rescue_rate,0.7781635089710534,0.6008266704726066,10.118525928927712,Distributed
degree_sd,-2.3781440696592124,New_Features,buried_rescue_rate,0.7781635089710534,0.6008266704726066,10.118525928927712,Distributed
moran_i_degree,1.2733401374082605,New_Features,buried_rescue_rate,0.7781635089710534,0.6008266704726066,10.118525928927712,Distributed
centralization_degree,1.0372979691882742,New_Features,buried_rescue_rate,0.7781635089710534,0.6008266704726066,10.118525928927712,Distributed
