Map,agent,final_timestep,initial_rsl21,final_rsl21,final_alive,total_health,transport_rate,road_clear_rate,buried_rescue_rate,dist_per_rescue,dist_per_transport,total_buried_time
new-zealand02_17,concentration2_cluster_9_group_none,300.0,258.0,78.9,81.4,80.42,66.67,28.68,6.25,236214483.48,514644362.59,41967.0
peru24_10,distributed,300.0,326.0,223.32,94.79,93.51,80.0,87.7,68.18,44042997.16,579088892.84,11710.0
peru24_10,concentration2_cluster_9_group_none,300.0,326.0,223.67,95.09,93.47,76.92,87.37,59.09,44034198.51,495826665.3,13122.0
netherlands04_7,distributed,300.0,342.0,72.68,75.73,74.58,50.0,43.82,11.63,160863434.26,656915351.89,72664.0
netherlands04_7,concentration2_cluster_9_group_none,300.0,342.0,73.95,76.02,74.86,90.0,43.26,11.63,120477901.75,411905162.39,72046.0
ejypt04_29,concentration2_cluster_9_group_none,300.0,250.0,67.89,80.0,78.39,81.82,58.19,20.0,105065817.25,319660466.49,44873.0
ejypt04_29,distributed,300.0,250.0,67.57,80.0,78.3,61.54,61.1,23.64,88036980.42,295285503.61,43692.0
ukraine12_25,distributed,300.0,255.0,61.79,78.04,76.61,50.0,37.2,13.79,96246115.7,537937970.34,48773.0
ukraine12_25,concentration2_cluster_9_group_none,300.0,255.0,61.01,77.65,76.46,100.0,42.04,10.34,144811047.99,417685019.7,48583.0
america03_25,distributed,300.0,334.0,95.31,80.24,79.32,72.73,55.22,16.18,107335487.25,410767183.07,55674.0
america03_25,concentration2_cluster_9_group_none,300.0,334.0,93.44,79.64,79.08,87.5,58.01,11.76,133091513.68,439068354.21,57900.0
iceland06_24,distributed,300.0,209.0,87.08,87.56,85.15,83.33,79.85,50.0,71390972.62,286878146.62,23070.0
iceland06_24,concentration2_cluster_9_group_none,300.0,209.0,88.87,88.04,85.45,86.67,62.52,41.67,84676433.18,343624548.52,24366.0
ishikawa_27,distributed,300.0,310.0,128.19,85.81,85.4,25.0,40.79,9.3,107364809.55,2048326132.68,36588.0
ishikawa_27,concentration2_cluster_9_group_none,300.0,310.0,129.66,86.13,85.55,66.67,42.5,13.95,85056976.15,471872725.66,36016.0
turkey13_16,distributed,300.0,254.0,165.88,93.7,92.78,75.0,74.46,40.0,56090150.89,460325681.66,14370.0
turkey13_16,concentration2_cluster_9_group_none,300.0,254.0,168.37,94.09,92.99,100.0,76.97,40.0,49772049.59,397550927.81,14235.0
new-zealand02_12,distributed,300.0,258.0,76.05,81.78,79.59,50.0,23.44,3.85,484272885.83,655756887.77,45977.0
new-zealand02_12,concentration2_cluster_9_group_none,300.0,258.0,76.05,81.78,79.59,100.0,22.64,3.85,459586010.6,489155078.81,46046.0
belgium04_27,distributed,300.0,326.0,86.98,79.45,78.18,50.0,30.17,13.89,70022259.1,448403561.39,60818.0
belgium04_27,concentration2_cluster_9_group_none,300.0,326.0,87.24,79.45,78.24,50.0,29.97,8.33,114291782.74,834487513.24,61614.0
philippines34_14,distributed,300.0,346.0,110.05,82.08,81.04,44.44,37.73,14.29,72497603.73,568765969.21,53097.0
philippines34_14,concentration2_cluster_9_group_none,300.0,346.0,108.23,81.79,80.78,37.5,40.3,12.7,87694192.32,575499811.32,52945.0
tokyo21_23,distributed,300.0,293.0,109.12,83.96,83.74,100.0,33.59,2.27,206870144.51,1409564590.96,39271.0
tokyo21_23,concentration2_cluster_9_group_none,300.0,293.0,109.12,83.96,83.74,0.0,37.03,0.0,0.0,0.0,39380.0
china10_3,distributed,300.0,242.0,143.07,93.39,90.86,83.33,56.27,52.17,49309560.5,388689487.17,14978.0
china10_3,concentration2_cluster_9_group_none,300.0,242.0,153.89,94.21,92.14,91.67,70.41,52.17,60499373.95,400463320.88,13988.0
china19_27,concentration2_cluster_9_group_none,300.0,276.0,147.55,92.03,89.14,66.67,93.88,56.76,47295623.58,501180895.12,21628.0
china19_27,distributed,300.0,276.0,142.27,90.94,88.65,72.22,95.89,48.65,56729342.05,490697809.59,24370.0
turkey13_26,distributed,300.0,254.0,157.97,92.91,91.97,75.0,71.33,19.05,118014925.89,571860188.04,17189.0
turkey13_26,concentration2_cluster_9_group_none,300.0,254.0,169.45,94.49,93.04,100.0,76.04,42.86,57162772.43,399515931.89,14454.0
ecuador01_26,distributed,300.0,325.0,221.69,95.08,93.36,64.29,90.74,58.33,52232550.17,687524948.78,14476.0
ecuador01_26,concentration2_cluster_9_group_none,300.0,325.0,230.63,95.69,94.02,92.86,95.03,58.33,54143678.48,523337001.29,13819.0
myanmar13_4,distributed,300.0,228.0,58.55,79.82,77.32,80.0,41.1,9.62,46645197.25,199850679.2,44339.0
myanmar13_4,concentration2_cluster_9_group_none,300.0,228.0,60.24,80.26,77.78,83.33,41.29,11.54,45233076.6,140060405.95,44026.0
myanmar12_29,distributed,300.0,226.0,44.64,73.89,73.61,50.0,28.53,3.57,136355967.68,438827588.39,49356.0
myanmar12_29,concentration2_cluster_9_group_none,300.0,226.0,44.64,73.89,73.61,100.0,28.38,1.79,283944049.99,328306509.36,50020.0
indonesia79_26,distributed,300.0,318.0,82.56,79.25,77.68,69.57,83.11,31.51,38414728.54,204123941.18,56789.0
indonesia79_26,concentration2_cluster_9_group_none,300.0,318.0,83.72,79.87,77.8,32.26,81.79,42.47,25032826.75,201086641.53,53643.0
ishikawa_26,distributed,300.0,310.0,139.86,88.06,86.62,100.0,40.75,5.0,223603005.68,472654348.41,34613.0
ishikawa_26,concentration2_cluster_9_group_none,300.0,310.0,139.4,88.06,86.56,100.0,41.94,5.0,160426890.2,492753936.8,34616.0
myanmar13_7,distributed,300.0,228.0,48.32,75.0,74.72,0.0,40.73,1.79,328439579.48,0.0,49771.0
myanmar13_7,concentration2_cluster_9_group_none,300.0,228.0,48.32,75.0,74.72,50.0,42.33,3.57,115789935.76,672075826.11,49029.0
eritrea02_2,distributed,300.0,195.0,108.13,90.26,90.26,83.33,58.23,33.33,49479009.86,265199632.36,12861.0
eritrea02_2,concentration2_cluster_9_group_none,300.0,195.0,108.13,90.26,90.26,100.0,54.67,22.22,72826719.09,312523353.13,13973.0
hungary01_1,concentration2_cluster_9_group_none,300.0,241.0,97.04,86.72,84.66,90.91,52.5,28.21,64548589.03,263038669.29,30103.0
hungary01_1,distributed,300.0,241.0,95.34,86.72,84.3,72.73,62.89,28.21,65846842.13,284158601.08,30310.0
sapporo_14,distributed,300.0,253.0,71.59,81.03,78.96,71.43,33.83,12.5,77541997.55,191897729.25,47425.0
sapporo_14,concentration2_cluster_9_group_none,300.0,253.0,72.47,81.42,79.1,71.43,34.22,12.5,99551412.87,267001523.37,47434.0
belize01_8,distributed,300.0,324.0,84.57,78.7,77.93,100.0,23.6,1.47,307420090.54,506870223.97,60376.0
belize01_8,concentration2_cluster_9_group_none,300.0,324.0,84.57,78.7,77.93,0.0,22.08,0.0,0.0,1576437539.66,60860.0
ukraine11_8,distributed,300.0,249.0,96.07,86.75,83.8,78.57,62.58,31.11,71496051.75,406467894.15,32905.0
ukraine11_8,concentration2_cluster_9_group_none,300.0,249.0,90.99,85.14,83.08,92.86,64.72,31.11,68480332.43,352080724.43,33334.0
germany08_12,distributed,300.0,269.0,105.73,85.87,84.37,53.33,73.31,34.88,59163964.24,389431758.97,31552.0
germany08_12,concentration2_cluster_9_group_none,300.0,269.0,102.15,84.76,83.94,62.5,76.52,37.21,64804807.23,307447107.66,31269.0
germany08_15,distributed,300.0,269.0,90.48,82.9,81.96,75.0,72.8,17.02,103369996.59,574860587.98,38955.0
germany08_15,concentration2_cluster_9_group_none,300.0,269.0,97.72,84.76,83.06,90.0,73.65,21.28,83492859.05,338225172.47,37276.0
yamanashi_12,distributed,300.0,320.0,129.61,85.94,84.96,33.33,37.86,6.25,121722986.09,614862071.6,42390.0
yamanashi_12,concentration2_cluster_9_group_none,300.0,320.0,129.93,85.94,85.0,50.0,39.16,8.33,114497018.46,624459502.37,41516.0
greece06_19,distributed,300.0,342.0,156.55,87.43,87.06,100.0,46.56,6.98,210098371.13,443239821.9,37105.0
greece06_19,concentration2_cluster_9_group_none,300.0,342.0,156.55,87.43,87.06,100.0,43.38,13.95,104923895.3,344874102.31,35338.0
romania06_16,concentration2_cluster_9_group_none,300.0,234.0,141.03,93.59,91.2,90.91,91.76,47.83,64109747.92,598654556.83,15162.0
romania06_16,distributed,300.0,234.0,145.78,94.44,91.68,92.86,94.12,60.87,55423878.64,432372885.38,13101.0
venezuela01_25,distributed,300.0,299.0,224.4,95.99,95.08,63.64,97.65,64.71,57090762.5,884746484.25,10866.0
venezuela01_25,concentration2_cluster_9_group_none,300.0,299.0,232.99,96.66,95.69,100.0,96.7,47.06,70766126.74,710494155.08,10491.0
austria08_15,concentration2_cluster_9_group_none,300.0,220.0,79.88,84.55,83.1,85.71,43.69,17.5,88162036.12,459016730.24,32241.0
austria08_15,distributed,300.0,220.0,81.45,85.0,83.38,87.5,37.63,20.0,77237340.11,374212572.84,31523.0
slovenia10_11,distributed,300.0,201.0,70.57,83.08,82.77,0.0,45.43,3.03,320300731.82,898346598.43,29480.0
slovenia10_11,concentration2_cluster_9_group_none,300.0,201.0,71.44,83.58,82.9,100.0,44.1,6.06,134002768.68,643606676.63,28795.0
nara01_27,distributed,300.0,319.0,104.09,82.13,81.54,0.0,23.33,1.82,290938655.33,0.0,48732.0
nara01_27,concentration2_cluster_9_group_none,300.0,319.0,104.09,82.13,81.54,0.0,25.14,0.0,0.0,0.0,49225.0
america04_6,distributed,300.0,290.0,70.85,78.62,76.62,75.0,44.36,24.62,73932198.15,265726298.69,51049.0
america04_6,concentration2_cluster_9_group_none,300.0,290.0,72.83,79.31,77.0,50.0,44.55,27.69,63632048.9,406609834.2,51209.0
yamanashi_23,distributed,300.0,320.0,81.65,78.75,77.46,71.43,39.84,10.0,86951044.4,382704068.72,60399.0
yamanashi_23,concentration2_cluster_9_group_none,300.0,320.0,81.3,78.75,77.37,85.71,41.77,10.0,73311267.8,246271046.25,59589.0
ecuador01_27,distributed,300.0,325.0,188.99,92.62,90.69,61.11,97.32,52.94,56814241.66,622357563.26,22750.0
ecuador01_27,concentration2_cluster_9_group_none,300.0,325.0,199.79,93.85,91.54,80.0,93.15,58.82,46165240.69,460316687.66,20654.0
austria08_4,distributed,300.0,220.0,72.86,83.18,81.58,70.0,57.52,23.81,73305719.97,447878069.79,33068.0
austria08_4,concentration2_cluster_9_group_none,300.0,220.0,72.65,83.18,81.52,78.57,59.35,33.33,49131911.19,331211872.33,30064.0
chile39_14,distributed,300.0,375.0,239.42,94.93,92.07,69.23,99.46,70.27,47595535.79,414565508.66,19796.0
chile39_14,concentration2_cluster_9_group_none,300.0,375.0,244.94,94.93,92.52,76.92,97.08,70.27,43240395.15,372795625.11,18449.0
singapore20,distributed,300.0,208.0,91.82,86.54,86.54,100.0,47.24,10.71,161009260.9,613749249.14,23359.0
singapore20,concentration2_cluster_9_group_none,300.0,208.0,91.82,86.54,86.54,100.0,43.71,10.71,152779271.08,611367433.15,23323.0
india06_27,distributed,300.0,235.0,83.1,83.83,82.74,72.73,64.41,28.21,62027329.93,296301226.78,29995.0
india06_27,concentration2_cluster_9_group_none,300.0,235.0,84.6,84.68,82.89,100.0,65.67,28.21,60153935.51,161349995.7,30067.0
myanmar12_5,distributed,300.0,226.0,47.24,75.22,74.39,0.0,28.27,0.0,0.0,0.0,51910.0
myanmar12_5,concentration2_cluster_9_group_none,300.0,226.0,47.24,75.22,74.39,0.0,28.08,0.0,0.0,0.0,51910.0
ishikawa_6,distributed,300.0,310.0,119.5,85.16,84.15,75.0,42.35,17.02,66404555.29,265063365.06,38856.0
ishikawa_6,concentration2_cluster_9_group_none,300.0,310.0,120.15,85.48,84.18,75.0,41.81,8.51,154337454.84,476075539.34,40222.0
ukraine12_10,distributed,300.0,255.0,74.57,81.96,79.39,77.78,62.55,16.98,129365095.26,349820046.59,43601.0
ukraine12_10,concentration2_cluster_9_group_none,300.0,255.0,74.08,81.57,79.35,80.0,53.52,28.3,63282712.31,212094036.63,41183.0
italy16_6,distributed,300.0,214.0,116.24,92.06,89.45,83.33,89.04,50.0,56038920.75,326319345.81,15648.0
italy16_6,concentration2_cluster_9_group_none,300.0,214.0,112.78,91.12,89.05,77.78,85.11,37.5,75740804.05,434718492.11,16692.0
philippines25_2,distributed,300.0,371.0,142.09,85.71,83.89,75.0,65.66,25.81,77784342.59,326576968.99,47686.0
philippines25_2,concentration2_cluster_9_group_none,300.0,371.0,137.7,84.64,83.51,78.57,58.6,22.58,85213657.77,319773034.98,49425.0
philippines20_11,distributed,300.0,324.0,84.57,78.7,77.93,60.0,57.6,14.93,69603642.8,481015883.12,56103.0
philippines20_11,concentration2_cluster_9_group_none,300.0,324.0,86.17,79.32,78.15,81.82,53.59,16.42,60638583.59,291016568.14,55256.0
eritrea02_24,distributed,300.0,195.0,117.91,93.33,91.32,85.71,77.88,38.89,50083943.08,442220382.53,12944.0
eritrea02_24,concentration2_cluster_9_group_none,300.0,195.0,113.77,91.79,90.94,100.0,72.15,33.33,68626036.58,331317030.88,12951.0
china10_18,distributed,300.0,242.0,140.84,91.74,90.9,77.78,70.36,39.13,59463133.88,551219208.77,16874.0
china10_18,concentration2_cluster_9_group_none,300.0,242.0,146.19,92.56,91.47,63.64,68.63,47.83,44093775.12,543580469.86,15336.0
ukraine01_4,concentration2_cluster_9_group_none,300.0,284.0,106.07,85.21,83.5,64.71,83.13,37.78,59870619.43,488080214.95,31849.0
ukraine01_4,distributed,300.0,284.0,104.99,84.51,83.46,30.77,83.17,28.89,83907531.52,1090903352.16,34415.0
bulgaria05_13,distributed,300.0,180.0,57.75,82.22,81.18,25.0,35.05,12.5,66595349.74,182559057.43,26683.0
bulgaria05_13,concentration2_cluster_9_group_none,300.0,180.0,57.75,82.22,81.18,50.0,32.48,18.75,48152810.36,104269856.85,25199.0
philippines20,concentration2_cluster_9_group_none,300.0,324.0,102.16,81.79,80.94,70.0,60.88,16.39,64312094.09,250569351.35,50811.0
philippines20,distributed,300.0,324.0,102.0,82.1,80.83,42.86,59.75,11.48,84034821.97,374357929.96,52272.0
chile47_5,distributed,300.0,375.0,240.14,94.67,92.18,76.92,95.44,70.27,46693201.47,419935710.08,19796.0
chile47_5,concentration2_cluster_9_group_none,300.0,375.0,249.67,95.47,92.79,100.0,97.39,67.57,47066568.8,323183852.56,20193.0
turkey13_22,distributed,300.0,254.0,151.44,92.13,91.3,66.67,61.89,27.27,82450316.55,683300646.04,16759.0
turkey13_22,concentration2_cluster_9_group_none,300.0,254.0,155.35,92.91,91.64,71.43,66.66,31.82,83888243.2,630462048.48,16959.0
myanmar15,distributed,300.0,255.0,58.68,77.25,75.78,0.0,29.42,1.64,313774778.25,0.0,54228.0
myanmar15,concentration2_cluster_9_group_none,300.0,255.0,58.68,77.25,75.78,100.0,30.21,3.28,168657521.77,405211892.6,53774.0
romania06_6,distributed,300.0,234.0,121.65,90.17,88.99,100.0,93.21,18.52,192077838.27,804597609.62,21496.0
romania06_6,concentration2_cluster_9_group_none,300.0,234.0,126.65,91.03,89.6,90.91,95.04,40.74,80702450.16,460194099.58,19282.0
america03_27,distributed,300.0,334.0,102.59,82.34,80.28,66.67,50.58,18.75,97685523.07,462509540.85,53227.0
america03_27,concentration2_cluster_9_group_none,300.0,334.0,104.26,82.63,80.53,62.5,50.31,25.0,59745465.55,402294414.21,49284.0
ecuador01_4,distributed,300.0,325.0,199.05,93.54,91.53,85.71,94.08,48.28,54924135.14,510122816.41,19473.0
ecuador01_4,concentration2_cluster_9_group_none,300.0,325.0,199.17,92.92,91.67,80.0,91.11,51.72,48256231.92,449903128.47,18182.0
slovenia06_29,distributed,300.0,320.0,128.45,85.31,84.92,72.73,58.54,22.92,74747525.59,362578476.23,38515.0
slovenia06_29,concentration2_cluster_9_group_none,300.0,320.0,131.04,85.94,85.18,80.0,56.27,20.83,98014056.65,385080958.81,38597.0
china19_6,distributed,300.0,276.0,147.37,91.67,89.19,75.0,96.15,55.56,51737552.72,482470006.86,21133.0
china19_6,concentration2_cluster_9_group_none,300.0,276.0,144.93,90.94,89.02,76.19,99.87,58.33,46836671.48,461355453.56,20856.0
serbia04_24,distributed,300.0,251.0,78.93,82.47,80.72,87.5,49.95,17.02,88911879.71,332592572.68,39282.0
serbia04_24,concentration2_cluster_9_group_none,300.0,251.0,80.76,82.87,81.08,50.0,49.25,8.51,170712598.79,774612461.29,40348.0
myanmar13,distributed,300.0,228.0,52.77,77.19,75.91,75.0,44.52,7.55,79684404.21,274140409.55,45640.0
myanmar13,concentration2_cluster_9_group_none,300.0,228.0,51.79,76.75,75.65,0.0,43.5,7.55,84445547.61,0.0,45274.0
burundi03_15,distributed,300.0,236.0,72.64,80.93,80.67,50.0,27.18,4.65,154240842.39,709987699.68,37814.0
burundi03_15,concentration2_cluster_9_group_none,300.0,236.0,72.64,80.93,80.67,0.0,27.19,2.33,292538809.52,1221648453.51,38091.0
russia08_3,distributed,300.0,264.0,100.24,85.98,83.65,86.67,83.0,30.0,95712608.82,364537320.65,36797.0
russia08_3,concentration2_cluster_9_group_none,300.0,264.0,100.37,85.98,83.68,66.67,72.8,42.0,64566548.03,353052889.12,33599.0
chile21,distributed,300.0,147.0,44.33,81.63,80.08,76.92,80.84,44.83,31625438.72,162913682.9,20740.0
chile21,concentration2_cluster_9_group_none,300.0,147.0,48.38,84.35,81.17,69.23,78.21,44.83,31062815.89,215695877.48,20620.0
india06_6,distributed,300.0,235.0,86.27,85.53,83.08,100.0,67.46,20.0,96256092.24,263947417.18,31745.0
india06_6,concentration2_cluster_9_group_none,300.0,235.0,85.87,84.68,83.19,77.78,68.83,22.5,75515022.44,311020193.19,32158.0
congo10_20,distributed,300.0,335.0,116.53,82.99,82.61,0.0,33.36,1.85,373546721.82,680383258.63,48083.0
congo10_20,concentration2_cluster_9_group_none,300.0,335.0,116.53,82.99,82.61,100.0,34.08,1.85,331555064.41,421572242.73,48059.0
philippines20_20,distributed,300.0,324.0,95.09,80.86,79.73,57.14,59.08,21.54,69686278.61,266593067.12,52272.0
philippines20_20,concentration2_cluster_9_group_none,300.0,324.0,100.03,82.72,80.29,92.86,54.9,21.54,55714676.5,161406517.27,52839.0
bolivia01_6,distributed,300.0,243.0,111.97,87.65,87.14,100.0,54.11,3.13,260083947.83,1031851975.64,28111.0
bolivia01_6,concentration2_cluster_9_group_none,300.0,243.0,111.97,87.65,87.14,100.0,54.58,9.38,64655310.8,417472866.87,27428.0
russia08_15,distributed,300.0,264.0,99.09,85.61,83.51,46.67,76.84,32.61,58996715.75,579721866.78,33454.0
russia08_15,concentration2_cluster_9_group_none,300.0,264.0,84.55,81.82,81.24,73.33,70.29,32.61,71184468.23,425762892.69,33178.0
argentina10_23,distributed,300.0,336.0,115.19,83.33,82.24,60.0,33.57,8.33,204881941.71,1457128587.64,51298.0
argentina10_23,concentration2_cluster_9_group_none,300.0,336.0,116.12,83.33,82.4,71.43,33.52,11.67,98746415.81,725849918.72,50618.0
austria13_24,distributed,300.0,188.0,56.28,81.38,80.0,100.0,47.72,8.33,231830116.1,349223117.55,31056.0
austria13_24,concentration2_cluster_9_group_none,300.0,188.0,55.91,80.85,80.0,66.67,43.34,8.33,220165438.63,1036955905.3,30948.0
venezuela01_18,distributed,300.0,299.0,251.51,97.66,97.01,75.0,89.57,66.67,50928925.74,967045525.59,6631.0
venezuela01_18,concentration2_cluster_9_group_none,300.0,299.0,241.73,96.99,96.36,80.0,77.19,41.67,85205647.56,1488360811.87,8671.0
bulgaria06_12,distributed,300.0,241.0,52.67,76.35,74.98,68.75,61.12,27.12,60723135.38,287820545.35,46384.0
bulgaria06_12,concentration2_cluster_9_group_none,300.0,241.0,51.61,75.93,74.69,85.71,65.14,23.73,77154544.68,271285237.18,46563.0
myanmar14_9,distributed,300.0,241.0,60.99,78.42,77.38,100.0,24.25,3.7,80713847.55,358999708.57,47632.0
myanmar14_9,concentration2_cluster_9_group_none,300.0,241.0,60.99,78.42,77.38,0.0,24.0,0.0,0.0,0.0,48330.0
peru24_15,distributed,300.0,326.0,230.57,95.71,93.95,75.0,88.5,52.17,59605357.02,805862725.62,15701.0
peru24_15,concentration2_cluster_9_group_none,300.0,326.0,239.59,96.63,94.53,75.0,81.82,52.17,59689453.6,764509477.33,15113.0
iceland07_23,distributed,300.0,244.0,76.4,82.79,80.55,63.64,88.69,22.92,109125136.57,636206493.13,38488.0
iceland07_23,concentration2_cluster_9_group_none,300.0,244.0,80.14,83.61,81.31,47.06,78.52,35.42,66903274.43,566724662.76,35065.0
ukraine12_18,distributed,300.0,255.0,65.73,80.39,77.25,66.67,48.55,19.35,95791896.48,346048312.07,51170.0
ukraine12_18,concentration2_cluster_9_group_none,300.0,255.0,62.91,79.22,76.67,63.64,44.67,17.74,99682825.2,413256613.45,50598.0
austria22_27,distributed,300.0,315.0,135.83,86.98,85.97,100.0,62.89,8.89,190728624.82,594638884.4,37940.0
austria22_27,concentration2_cluster_9_group_none,300.0,315.0,139.69,88.25,86.24,100.0,58.06,17.78,90117386.49,370850334.68,36187.0
philippines30_19,distributed,300.0,290.0,80.82,80.69,78.74,50.0,59.2,19.35,69707111.79,433825111.64,52118.0
philippines30_19,concentration2_cluster_9_group_none,300.0,290.0,85.21,82.41,79.37,64.71,56.92,27.42,44351832.61,280068358.58,49575.0
austria32_6,distributed,300.0,327.0,114.25,83.79,82.51,56.25,74.66,28.57,75073819.97,609682256.25,43459.0
austria32_6,concentration2_cluster_9_group_none,300.0,327.0,113.94,83.49,82.52,73.33,76.52,26.79,88781455.44,434907718.73,42941.0
turkey33_21,distributed,300.0,267.0,143.97,91.39,89.45,100.0,80.68,31.03,104938285.14,458154187.85,21533.0
turkey33_21,concentration2_cluster_9_group_none,300.0,267.0,136.46,89.51,88.79,88.89,79.92,31.03,99332868.55,427592199.81,21560.0
philippines30_2,distributed,300.0,290.0,85.55,81.72,79.62,50.0,54.91,20.0,56839892.05,394552203.53,49644.0
philippines30_2,concentration2_cluster_9_group_none,300.0,290.0,89.08,82.76,80.18,76.47,59.7,28.33,44983152.72,197690734.23,45925.0
austria13_14,distributed,300.0,188.0,47.93,78.72,77.45,62.5,51.36,18.18,76519295.78,418913872.62,35730.0
austria13_14,concentration2_cluster_9_group_none,300.0,188.0,46.5,78.72,76.84,71.43,47.26,15.91,92827341.84,519464147.94,36460.0
ukraine12_9,distributed,300.0,255.0,74.81,81.18,79.64,50.0,52.15,27.45,74291840.46,320326204.3,39631.0
ukraine12_9,concentration2_cluster_9_group_none,300.0,255.0,78.18,82.35,80.24,84.62,46.12,25.49,65556598.73,163987427.11,38903.0
venezuela02_7,distributed,300.0,295.0,208.48,94.92,94.1,85.71,71.89,36.84,92753517.49,920435678.77,13440.0
venezuela02_7,concentration2_cluster_9_group_none,300.0,295.0,213.13,95.59,94.4,100.0,70.18,36.84,92390680.76,793125726.14,14121.0
austria37_23,distributed,300.0,334.0,121.85,85.63,82.94,65.22,84.89,37.1,66257647.19,349743622.65,44100.0
austria37_23,concentration2_cluster_9_group_none,300.0,334.0,120.46,85.33,82.78,62.5,84.67,38.71,58951726.83,371276602.91,45689.0
greece22_11,distributed,300.0,348.0,132.97,84.77,84.06,77.78,52.57,16.36,91527174.44,367664529.16,44842.0
greece22_11,concentration2_cluster_9_group_none,300.0,348.0,132.89,84.77,84.05,90.0,53.56,18.18,88902997.07,380749237.1,44250.0
argeria07_12,distributed,300.0,182.0,77.48,87.36,85.62,55.56,90.17,32.14,57238408.13,403637110.91,21685.0
argeria07_12,concentration2_cluster_9_group_none,300.0,182.0,82.85,89.01,86.59,76.92,93.52,46.43,39150321.84,233205386.44,20181.0
burundi03_22,distributed,300.0,236.0,60.34,77.97,77.7,0.0,29.74,0.0,0.0,0.0,44750.0
burundi03_22,concentration2_cluster_9_group_none,300.0,236.0,60.34,77.97,77.7,0.0,29.12,0.0,0.0,0.0,44750.0
greece06_11,distributed,300.0,342.0,145.69,86.26,85.89,88.89,43.34,20.45,71605596.47,390517014.81,35513.0
greece06_11,concentration2_cluster_9_group_none,300.0,342.0,148.07,86.55,86.15,83.33,40.16,13.64,106921380.98,648088799.34,36557.0
peru19_20,distributed,300.0,331.0,135.18,85.8,85.15,75.0,59.32,8.51,174266728.25,712774095.43,40795.0
peru19_20,concentration2_cluster_9_group_none,300.0,331.0,136.77,86.1,85.32,77.78,59.45,19.15,83877540.35,501678792.35,38576.0
venezuela02_13,distributed,300.0,295.0,238.39,97.29,96.29,87.5,79.53,57.14,55824867.14,905316253.34,8679.0
venezuela02_13,concentration2_cluster_9_group_none,300.0,295.0,230.91,96.27,95.86,100.0,74.34,21.43,133549558.44,1802011437.89,10529.0
austria20_27,distributed,300.0,173.0,54.92,81.5,81.14,100.0,56.55,15.15,92843955.57,321666522.06,26974.0
austria20_27,concentration2_cluster_9_group_none,300.0,173.0,54.92,81.5,81.14,75.0,50.39,24.24,58356048.47,337987197.6,25579.0
austria20_17,distributed,300.0,173.0,54.04,82.66,80.54,75.0,59.12,11.76,107796348.43,398065846.69,28827.0
austria20_17,concentration2_cluster_9_group_none,300.0,173.0,53.58,82.66,80.37,80.0,55.5,14.71,70553578.1,379797532.65,27977.0
bulgaria05_5,distributed,300.0,180.0,52.96,80.56,79.86,60.0,39.28,14.71,73019592.67,234212928.96,29012.0
bulgaria05_5,concentration2_cluster_9_group_none,300.0,180.0,52.96,80.56,79.86,100.0,40.08,8.82,114128302.39,246726369.56,29263.0
new-zealand02_2,concentration2_cluster_9_group_none,300.0,258.0,86.89,82.95,81.97,100.0,31.42,6.52,201055628.78,509708327.72,39382.0
new-zealand02_2,distributed,300.0,258.0,86.89,82.95,81.97,80.0,29.85,10.87,120305935.62,324121577.7,38741.0
china19_20,distributed,300.0,276.0,158.85,93.12,90.38,80.0,95.84,62.5,48606959.64,394251702.48,17901.0
china19_20,concentration2_cluster_9_group_none,300.0,276.0,157.36,93.12,90.19,80.0,99.87,62.5,47896830.01,401846120.02,19020.0
india13_10,distributed,300.0,243.0,109.1,87.65,86.62,50.0,54.56,12.5,144988606.0,800275018.29,27040.0
india13_10,concentration2_cluster_9_group_none,300.0,243.0,110.26,88.07,86.74,40.0,53.8,15.63,141838137.37,1362279647.64,26574.0
nara01_25,distributed,300.0,319.0,107.18,82.76,81.97,50.0,30.67,10.53,41860337.61,254162811.49,48963.0
nara01_25,concentration2_cluster_9_group_none,300.0,319.0,107.18,82.76,81.97,75.0,32.75,7.02,49922870.83,234125575.17,49214.0
austria20_1,distributed,300.0,173.0,55.03,82.08,81.04,42.86,61.21,21.21,49994845.96,541404434.19,26990.0
austria20_1,concentration2_cluster_9_group_none,300.0,173.0,53.93,81.5,80.78,77.78,61.89,27.27,43098849.83,285380158.01,25815.0
india13_5,distributed,300.0,243.0,119.35,88.48,88.23,66.67,49.15,21.43,72329166.56,544164718.35,22078.0
india13_5,concentration2_cluster_9_group_none,300.0,243.0,117.83,88.07,88.07,77.78,48.31,32.14,43503124.87,393576328.83,20467.0
turkey18_2,distributed,300.0,253.0,98.45,85.38,84.29,87.5,76.32,20.51,96292174.41,460605393.85,31933.0
turkey18_2,concentration2_cluster_9_group_none,300.0,253.0,98.44,85.77,84.19,61.54,80.12,33.33,56073175.19,434682919.37,29612.0
philippines25_3,distributed,300.0,371.0,102.2,80.86,78.46,35.0,70.64,26.32,44883782.73,397089348.38,61013.0
philippines25_3,concentration2_cluster_9_group_none,300.0,371.0,103.07,80.59,78.7,44.44,70.66,23.68,47874137.56,285191651.31,61858.0
italy54_18,distributed,300.0,336.0,110.89,83.04,81.55,60.0,54.76,23.81,86221459.03,691499516.34,48399.0
italy54_18,concentration2_cluster_9_group_none,300.0,336.0,116.54,84.82,82.12,71.43,57.77,44.44,45647204.21,315324712.03,42416.0
