Map,agent,final_timestep,initial_rsl21,final_rsl21,final_alive,total_health,transport_rate,road_clear_rate,buried_rescue_rate,dist_per_rescue,dist_per_transport,total_buried_time
congo10_8,distributed,300.0,335.0,116.54,82.99,82.61,66.67,31.11,5.56,132508526.9,399916603.49,47073.0
congo10_8,concentration2_cluster_9_group_none,300.0,335.0,116.54,82.99,82.61,100.0,33.74,3.7,87846800.88,631280330.08,47242.0
chile39_5,distributed,300.0,375.0,228.46,93.33,91.47,73.91,96.06,60.53,49402983.48,487537808.82,21957.0
chile39_5,concentration2_cluster_9_group_none,300.0,375.0,219.53,92.8,90.79,82.35,97.94,44.74,68511670.56,602486091.92,25890.0
tokyo03_27,distributed,300.0,237.0,92.36,85.23,84.35,50.0,37.9,5.13,76040465.9,1006409153.22,33985.0
tokyo03_27,concentration2_cluster_9_group_none,300.0,237.0,91.56,85.23,84.17,100.0,39.74,2.56,130292208.77,520171115.66,34205.0
nara01_23,distributed,300.0,319.0,87.28,79.62,78.64,0.0,31.47,0.0,0.0,0.0,59070.0
nara01_23,concentration2_cluster_9_group_none,300.0,319.0,87.28,79.62,78.64,100.0,32.53,1.52,424522630.6,1053935898.86,58622.0
india10_21,distributed,300.0,247.0,74.32,81.38,80.1,25.0,32.79,8.51,94543286.64,294698921.93,40981.0
india10_21,concentration2_cluster_9_group_none,300.0,247.0,74.32,81.38,80.1,100.0,32.51,4.26,147028629.25,300470958.13,41073.0
russia08_4,distributed,300.0,264.0,83.92,83.71,80.63,81.25,78.34,28.57,78142413.41,381020788.3,42112.0
russia08_4,concentration2_cluster_9_group_none,300.0,264.0,84.32,82.95,80.91,60.0,80.71,35.71,59111367.43,435939910.51,40263.0
chile39_8,distributed,300.0,375.0,252.05,95.2,93.04,77.78,91.04,60.0,57670631.52,536531703.0,19365.0
chile39_8,concentration2_cluster_9_group_none,300.0,375.0,261.4,95.2,93.77,84.21,99.02,63.33,55229210.47,566161607.66,17108.0
new-zealand20_13,distributed,300.0,330.0,149.38,88.18,86.66,64.29,85.54,29.17,83236680.54,704622972.39,37276.0
new-zealand20_13,concentration2_cluster_9_group_none,300.0,330.0,155.11,89.7,87.08,88.89,85.1,37.5,61668711.37,414983033.86,35526.0
ecuador01_22,distributed,300.0,325.0,222.8,95.38,93.39,84.62,89.53,48.15,57037722.19,526921106.06,17753.0
ecuador01_22,concentration2_cluster_9_group_none,300.0,325.0,212.86,93.85,92.81,100.0,87.27,37.04,67165926.31,657484163.87,19352.0
myanmar03_25,distributed,300.0,240.0,85.79,83.33,83.07,100.0,19.34,7.32,179454836.51,405170983.18,35447.0
myanmar03_25,concentration2_cluster_9_group_none,300.0,240.0,85.79,83.33,83.07,100.0,19.76,7.32,150972482.09,472884507.54,34889.0
austria22_10,distributed,300.0,315.0,104.12,82.86,81.62,100.0,53.78,8.62,185879435.72,383350177.47,49469.0
austria22_10,concentration2_cluster_9_group_none,300.0,315.0,101.97,82.22,81.36,85.71,54.01,12.07,125518033.67,405006963.02,48390.0
indonesia79_23,distributed,300.0,318.0,105.97,83.02,81.74,66.67,75.2,21.82,63222050.51,276116798.88,44782.0
indonesia79_23,concentration2_cluster_9_group_none,300.0,318.0,105.54,82.7,81.74,60.0,69.49,18.18,60948393.42,310453162.69,46347.0
turkey33_6,distributed,300.0,267.0,124.87,88.76,87.18,78.57,81.01,42.42,65667976.73,479472391.73,21949.0
turkey33_6,concentration2_cluster_9_group_none,300.0,267.0,117.73,87.64,86.26,66.67,85.12,36.36,73876299.02,638642379.47,23835.0
spain07_19,distributed,300.0,364.0,102.95,80.49,79.08,63.64,62.64,15.07,102927978.97,488351471.27,59693.0
spain07_19,concentration2_cluster_9_group_none,300.0,364.0,100.49,79.67,78.8,90.0,57.43,13.7,112504845.91,427791390.08,59577.0
indonesia63_6,distributed,300.0,340.0,100.0,81.18,79.7,16.67,39.98,9.09,90233329.93,1698901515.1,55935.0
indonesia63_6,concentration2_cluster_9_group_none,300.0,340.0,100.73,81.47,79.77,83.33,37.89,9.09,94583032.24,375178951.78,55449.0
myanmar15_5,distributed,300.0,255.0,74.11,80.39,79.65,100.0,31.0,2.08,403791485.35,375247547.78,42551.0
myanmar15_5,concentration2_cluster_9_group_none,300.0,255.0,74.11,80.39,79.65,50.0,32.02,4.17,117401637.5,366055200.65,42097.0
slovenia10_25,distributed,300.0,201.0,59.51,80.6,79.97,0.0,40.58,5.26,182384430.77,0.0,33297.0
slovenia10_25,concentration2_cluster_9_group_none,300.0,201.0,59.51,80.6,79.97,0.0,39.76,0.0,0.0,0.0,34010.0
serbia02_29,distributed,300.0,240.0,80.59,83.33,81.82,60.0,29.68,11.36,68389412.36,270224669.75,36654.0
serbia02_29,concentration2_cluster_9_group_none,300.0,240.0,77.34,82.08,81.3,100.0,31.39,9.09,101156678.7,235820581.72,36958.0
iceland07_13,distributed,300.0,244.0,91.62,84.84,83.7,100.0,83.1,27.03,89896416.2,485099311.36,27324.0
iceland07_13,concentration2_cluster_9_group_none,300.0,244.0,96.72,86.48,84.4,91.67,74.41,32.43,71090407.45,444867884.45,28144.0
austria20_24,distributed,300.0,173.0,69.28,85.55,84.82,90.0,62.18,38.46,43200549.78,93328977.18,18220.0
austria20_24,concentration2_cluster_9_group_none,300.0,173.0,69.28,85.55,84.82,100.0,59.49,23.08,89063211.37,266581521.7,20807.0
ishikawa,distributed,300.0,310.0,127.52,86.13,85.22,66.67,40.02,6.52,91058285.38,1189140064.96,40063.0
ishikawa,concentration2_cluster_9_group_none,300.0,310.0,128.43,86.13,85.36,60.0,39.29,10.87,63929876.37,791860328.57,38606.0
turkey33_13,distributed,300.0,267.0,124.38,88.76,87.11,70.59,89.06,48.57,47414823.38,427426579.85,24408.0
turkey33_13,concentration2_cluster_9_group_none,300.0,267.0,127.8,89.89,87.4,71.43,89.2,40.0,68708276.75,491430018.55,25353.0
canada33_13,distributed,300.0,237.0,81.9,83.97,82.24,80.0,57.97,22.22,100326507.27,433993784.19,36392.0
canada33_13,concentration2_cluster_9_group_none,300.0,237.0,84.72,85.65,82.52,84.62,55.54,28.89,74163339.26,343234810.83,34973.0
belgium04_22,distributed,300.0,326.0,96.29,80.98,79.83,33.33,29.35,9.09,102345594.27,866713012.87,56685.0
belgium04_22,concentration2_cluster_9_group_none,300.0,326.0,96.81,80.98,79.94,37.5,29.43,12.12,77052049.29,534560297.61,56017.0
croatia07_21,distributed,300.0,221.0,81.12,84.16,83.4,100.0,37.19,7.89,129655296.78,405519159.54,32399.0
croatia07_21,concentration2_cluster_9_group_none,300.0,221.0,80.75,84.16,83.31,100.0,35.75,2.63,274396134.66,800925951.23,33232.0
chile21_9,distributed,300.0,147.0,56.72,85.71,84.04,55.56,81.58,37.5,40429493.03,456395979.7,17574.0
chile21_9,concentration2_cluster_9_group_none,300.0,147.0,57.02,85.71,84.14,58.33,79.32,50.0,30206531.19,353129553.84,16698.0
spain07_8,distributed,300.0,364.0,120.0,82.69,81.61,66.67,55.61,18.46,80646489.83,358227685.05,53147.0
spain07_8,concentration2_cluster_9_group_none,300.0,364.0,120.77,82.69,81.74,64.29,53.04,21.54,63097752.67,219032914.56,51744.0
peru17_17,distributed,300.0,334.0,215.41,94.31,92.4,64.29,87.76,50.0,62637315.4,904774067.59,18821.0
peru17_17,concentration2_cluster_9_group_none,300.0,334.0,212.99,93.41,92.36,77.78,87.81,32.14,93989003.88,1052094512.07,20953.0
germany17_2,distributed,300.0,311.0,94.77,81.03,80.44,62.5,37.56,13.56,146494610.75,393257032.52,49299.0
germany17_2,concentration2_cluster_9_group_none,300.0,311.0,95.27,81.35,80.47,72.73,35.78,18.64,104904056.05,288833127.75,47478.0
belize01_12,distributed,300.0,324.0,89.64,79.32,78.93,33.33,24.38,4.62,126707183.27,573448972.22,57212.0
belize01_12,concentration2_cluster_9_group_none,300.0,324.0,89.64,79.32,78.93,50.0,24.17,3.08,164351126.56,546287890.04,57513.0
mongolia05_17,concentration2_cluster_9_group_none,300.0,250.0,158.15,94.0,92.08,66.67,85.86,50.0,68159257.97,683155285.03,15330.0
mongolia05_17,distributed,300.0,250.0,155.45,94.8,91.57,88.89,89.38,37.5,89739332.57,607450532.9,16419.0
slovenia06_5,distributed,300.0,320.0,155.74,88.44,88.06,75.0,63.51,10.81,167745096.78,714386293.58,31647.0
slovenia06_5,concentration2_cluster_9_group_none,300.0,320.0,155.09,88.44,87.97,66.67,56.74,16.22,97966412.58,804016485.45,30835.0
indonesia43_18,distributed,300.0,344.0,112.17,82.27,81.49,37.5,61.74,12.31,120058096.26,642429688.5,55503.0
indonesia43_18,concentration2_cluster_9_group_none,300.0,344.0,116.63,83.43,81.99,62.5,58.82,24.62,49323887.14,204620521.9,51319.0
america03_21,distributed,300.0,334.0,112.31,82.63,82.02,92.31,49.29,22.81,93124700.5,378461111.07,43328.0
america03_21,concentration2_cluster_9_group_none,300.0,334.0,112.43,82.63,82.04,80.0,54.33,26.32,76240270.1,354079045.85,43350.0
turkey13_12,distributed,300.0,254.0,141.47,90.94,90.19,30.0,80.82,38.46,55135475.93,995471052.69,18817.0
turkey13_12,concentration2_cluster_9_group_none,300.0,254.0,143.79,91.73,90.35,85.71,69.26,26.92,68669635.52,535334062.11,19849.0
turkey33_7,distributed,300.0,267.0,110.74,87.64,85.04,57.14,76.51,35.0,69017830.15,460962580.89,29156.0
turkey33_7,concentration2_cluster_9_group_none,300.0,267.0,107.31,86.14,84.75,68.75,90.19,40.0,62918280.91,434093336.51,29625.0
tokyo12_23,distributed,300.0,352.0,121.21,83.24,82.35,100.0,39.88,1.69,488266319.72,906261488.6,52195.0
tokyo12_23,concentration2_cluster_9_group_none,300.0,352.0,121.21,83.24,82.35,25.0,37.26,6.78,136180715.95,1573435858.16,51361.0
hungary01_22,distributed,300.0,241.0,72.03,81.33,79.98,71.43,61.21,14.89,113980588.31,293310949.22,39136.0
hungary01_22,concentration2_cluster_9_group_none,300.0,241.0,71.78,81.33,79.91,55.56,55.55,19.15,74384518.37,314398714.34,38216.0
china10_8,distributed,300.0,242.0,151.09,93.8,91.86,77.78,73.38,39.13,73019098.43,545246722.38,16202.0
china10_8,concentration2_cluster_9_group_none,300.0,242.0,155.1,94.21,92.29,70.0,71.71,43.48,64335909.88,569624302.4,15646.0
ishikawa_19,distributed,300.0,310.0,107.07,83.23,82.41,75.0,41.26,7.55,124634904.9,538393707.43,45583.0
ishikawa_19,concentration2_cluster_9_group_none,300.0,310.0,107.07,83.23,82.41,100.0,39.84,1.89,416120965.83,988488623.57,47071.0
bulgaria05_18,distributed,300.0,180.0,41.51,77.22,75.83,50.0,37.97,9.09,97463217.63,427575012.42,37315.0
bulgaria05_18,concentration2_cluster_9_group_none,300.0,180.0,41.51,77.22,75.83,33.33,37.99,13.64,68661326.7,482713354.46,37271.0
iceland06_3,concentration2_cluster_9_group_none,300.0,209.0,93.38,87.56,86.54,90.0,66.15,34.48,88202191.27,636229032.09,21238.0
iceland06_3,distributed,300.0,209.0,96.81,88.52,87.05,84.62,89.79,44.83,66243256.18,511499819.94,18586.0
venezuela01_15,distributed,300.0,299.0,247.83,97.66,96.72,83.33,96.57,54.55,65939695.55,1103606555.11,6860.0
venezuela01_15,concentration2_cluster_9_group_none,300.0,299.0,247.06,97.66,96.66,80.0,82.86,45.45,79891340.36,1081402363.76,7023.0
hungary01_7,distributed,300.0,241.0,90.46,85.06,83.64,40.0,61.1,13.51,137534523.12,699869828.77,31475.0
hungary01_7,concentration2_cluster_9_group_none,300.0,241.0,93.26,85.89,84.05,83.33,57.3,16.22,104298692.12,375671243.12,30931.0
slovenia10_10,distributed,300.0,201.0,78.59,85.07,84.45,100.0,34.56,3.23,336515048.1,765409390.33,27120.0
slovenia10_10,concentration2_cluster_9_group_none,300.0,201.0,78.59,85.07,84.45,50.0,31.41,6.45,190661797.21,1127068528.7,27332.0
new-zealand02_9,distributed,300.0,258.0,79.85,81.78,80.57,100.0,29.1,4.44,207990589.36,587537905.61,39151.0
new-zealand02_9,concentration2_cluster_9_group_none,300.0,258.0,79.91,81.78,80.58,100.0,30.06,6.67,157542968.9,547148266.96,38952.0
belize01_13,distributed,300.0,324.0,80.59,78.4,77.04,33.33,25.81,4.11,173972193.77,1195323358.65,64522.0
belize01_13,concentration2_cluster_9_group_none,300.0,324.0,80.59,78.4,77.04,60.0,25.92,6.85,76569820.87,325551937.38,63200.0
congo10,distributed,300.0,335.0,145.34,86.87,86.12,100.0,25.19,2.27,381520020.47,920238590.16,38713.0
congo10,concentration2_cluster_9_group_none,300.0,335.0,145.34,86.87,86.12,100.0,25.21,2.27,312121862.03,1023683727.68,38668.0
tokyo12_17,distributed,300.0,352.0,104.29,80.97,79.89,100.0,45.31,1.45,558773456.37,1037424199.87,61529.0
tokyo12_17,concentration2_cluster_9_group_none,300.0,352.0,105.42,81.25,80.04,66.67,44.11,4.35,189413744.12,931199298.18,60789.0
chile03_1,concentration2_cluster_9_group_none,300.0,319.0,115.75,84.01,83.21,64.29,48.09,26.42,78028322.83,529868348.22,41781.0
chile03_1,distributed,300.0,319.0,115.45,83.7,83.23,80.0,49.39,18.87,120698011.45,506119909.9,43084.0
turkey18_9,concentration2_cluster_9_group_none,300.0,253.0,111.86,88.54,86.11,88.24,79.47,42.5,55865973.13,253530276.72,27515.0
turkey18_9,distributed,300.0,253.0,108.82,87.75,85.74,91.67,80.94,30.0,85228365.98,360184171.73,29755.0
austria08_12,distributed,300.0,220.0,82.55,85.91,83.43,100.0,57.72,31.58,52762354.53,191932437.34,28253.0
austria08_12,concentration2_cluster_9_group_none,300.0,220.0,82.45,85.91,83.41,100.0,59.87,26.32,67423761.56,258779667.17,29470.0
netherlands04_12,distributed,300.0,342.0,97.25,80.41,79.21,45.45,45.76,15.28,121496175.43,619389196.18,59638.0
netherlands04_12,concentration2_cluster_9_group_none,300.0,342.0,97.24,80.7,79.14,54.55,45.42,15.28,121888868.22,505391839.41,60511.0
philippines34_10,distributed,300.0,346.0,101.35,81.21,79.6,76.92,39.61,18.06,68736561.62,316046743.3,58205.0
philippines34_10,concentration2_cluster_9_group_none,300.0,346.0,102.14,81.5,79.69,75.0,41.03,22.22,52271166.61,253757562.57,57074.0
burundi03_16,distributed,300.0,236.0,71.67,81.36,80.29,100.0,23.44,2.17,437242321.12,217930106.12,40629.0
burundi03_16,concentration2_cluster_9_group_none,300.0,236.0,71.67,81.36,80.29,66.67,23.84,6.52,119288440.44,186410106.39,40222.0
bolivia01_9,distributed,300.0,243.0,85.7,83.54,82.75,100.0,62.72,11.9,93636708.87,381844021.83,34909.0
bolivia01_9,concentration2_cluster_9_group_none,300.0,243.0,85.63,83.54,82.74,87.5,59.54,19.05,69472415.81,363998412.36,33598.0
peru19_11,distributed,300.0,331.0,108.65,82.48,81.57,66.67,52.54,15.25,126140602.92,507508770.66,48986.0
peru19_11,concentration2_cluster_9_group_none,300.0,331.0,108.31,82.48,81.51,71.43,50.73,11.86,101719651.31,613422161.55,50092.0
tokyo03,distributed,300.0,237.0,76.2,82.7,81.1,75.0,40.21,8.7,115682495.62,314443464.35,39003.0
tokyo03,concentration2_cluster_9_group_none,300.0,237.0,76.96,82.7,81.3,75.0,35.8,8.7,117463335.74,422590114.42,39003.0
slovenia10,distributed,300.0,201.0,77.4,84.58,84.26,0.0,42.08,3.13,209656342.83,0.0,28201.0
slovenia10,concentration2_cluster_9_group_none,300.0,201.0,77.4,84.58,84.26,0.0,39.51,3.13,319489794.03,0.0,28189.0
croatia07_20,distributed,300.0,221.0,63.57,80.09,79.52,66.67,36.65,6.67,104132795.26,371808013.22,38859.0
croatia07_20,concentration2_cluster_9_group_none,300.0,221.0,63.57,80.09,79.52,100.0,35.93,6.67,123561933.98,364356963.27,38610.0
myanmar11_27,distributed,300.0,235.0,73.69,82.13,80.74,72.73,50.74,23.4,70284116.29,233090698.36,37041.0
myanmar11_27,concentration2_cluster_9_group_none,300.0,235.0,75.94,82.55,81.24,83.33,51.46,25.53,57921767.47,253161651.05,36884.0
india06_8,distributed,300.0,235.0,87.68,84.26,83.71,44.44,68.23,23.68,65072500.83,500108010.22,29900.0
india06_8,concentration2_cluster_9_group_none,300.0,235.0,89.35,84.68,83.99,55.56,64.81,23.68,69504752.96,410953677.17,29456.0
peru13_22,distributed,300.0,319.0,108.06,83.7,81.91,64.29,67.66,24.14,97677246.86,497015281.78,46247.0
peru13_22,concentration2_cluster_9_group_none,300.0,319.0,112.32,84.01,82.61,91.67,58.43,20.69,87353960.78,464263949.76,45757.0
bolivia01_17,distributed,300.0,243.0,111.95,87.65,87.13,50.0,55.74,12.9,77855740.89,817304265.39,25917.0
bolivia01_17,concentration2_cluster_9_group_none,300.0,243.0,112.87,88.07,87.21,100.0,56.98,12.9,84907001.33,430341490.61,26199.0
slovenia10_13,distributed,300.0,201.0,73.89,84.08,83.45,66.67,37.95,9.38,109748208.74,581372344.8,27215.0
slovenia10_13,concentration2_cluster_9_group_none,300.0,201.0,75.71,84.58,83.82,50.0,39.67,12.5,86871641.65,398344971.57,26329.0
chile03_14,distributed,300.0,319.0,120.37,84.95,83.77,100.0,46.17,10.42,208479611.65,414066665.97,39964.0
chile03_14,concentration2_cluster_9_group_none,300.0,319.0,120.37,84.95,83.77,100.0,45.43,10.42,109015225.16,464718260.75,40726.0
peru17_12,distributed,300.0,334.0,225.53,95.21,93.13,100.0,91.8,41.67,84138174.27,711716779.99,16001.0
peru17_12,concentration2_cluster_9_group_none,300.0,334.0,221.97,94.31,93.0,58.33,88.14,50.0,69874023.69,1007676248.83,15519.0
spain07_10,distributed,300.0,364.0,128.13,84.07,82.59,25.0,60.41,13.33,147205931.13,784784483.09,51559.0
spain07_10,concentration2_cluster_9_group_none,300.0,364.0,128.0,83.79,82.63,90.0,51.47,16.67,92756171.8,381438084.26,49865.0
germany17_11,distributed,300.0,311.0,103.9,82.64,81.89,100.0,38.71,5.56,293802995.63,488652239.14,47118.0
germany17_11,concentration2_cluster_9_group_none,300.0,311.0,104.15,82.64,81.94,57.14,37.21,12.96,121774218.62,552489396.07,46376.0
myanmar03_8,distributed,300.0,240.0,54.38,76.67,75.62,60.0,27.04,8.77,133280601.44,291521667.38,48790.0
myanmar03_8,concentration2_cluster_9_group_none,300.0,240.0,54.38,76.67,75.62,60.0,27.73,8.77,140769464.6,298717702.58,49492.0
russia08_2,distributed,300.0,264.0,87.24,83.33,81.5,75.0,71.17,30.77,51702971.72,398723605.81,39468.0
russia08_2,concentration2_cluster_9_group_none,300.0,264.0,93.55,85.61,82.36,66.67,74.81,46.15,36962502.95,309168504.75,35362.0
congo10_9,distributed,300.0,335.0,144.1,86.27,86.08,0.0,32.78,0.0,0.0,0.0,38485.0
congo10_9,concentration2_cluster_9_group_none,300.0,335.0,144.1,86.27,86.08,0.0,33.13,0.0,0.0,0.0,38485.0
tokyo03_2,distributed,300.0,237.0,107.06,87.34,86.81,66.67,45.77,10.0,45108408.06,808065296.91,25713.0
tokyo03_2,concentration2_cluster_9_group_none,300.0,237.0,107.06,87.34,86.81,66.67,44.81,10.0,39151480.62,578288565.34,25632.0
myanmar11_25,distributed,300.0,235.0,71.95,81.28,80.47,100.0,47.11,11.11,157412683.36,226099220.65,38533.0
myanmar11_25,concentration2_cluster_9_group_none,300.0,235.0,71.95,81.28,80.47,66.67,49.84,13.33,126448806.78,502785127.9,37983.0
turkey13_13,concentration2_cluster_9_group_none,300.0,254.0,166.76,93.7,92.89,75.0,78.38,23.53,96136565.79,924736474.97,13861.0
turkey13_13,distributed,300.0,254.0,164.49,93.31,92.7,75.0,74.74,23.53,82568562.53,891483193.93,13333.0
philippines30_17,concentration2_cluster_9_group_none,300.0,290.0,96.05,84.14,81.35,61.11,65.32,32.14,32989548.75,224107401.47,43496.0
philippines30_17,distributed,300.0,290.0,92.6,82.76,80.95,54.55,58.04,19.64,61685746.94,328953135.72,46404.0
ukraine01_18,distributed,300.0,284.0,141.22,89.79,88.18,81.82,72.63,33.33,66027265.59,358030677.66,23131.0
ukraine01_18,concentration2_cluster_9_group_none,300.0,284.0,144.36,90.14,88.54,69.23,66.02,39.39,55822468.91,396051323.11,22265.0
singapore20_29,distributed,300.0,208.0,56.46,79.33,78.55,75.0,33.43,9.09,200755988.54,462780303.02,37888.0
singapore20_29,concentration2_cluster_9_group_none,300.0,208.0,56.78,79.33,78.66,60.0,33.26,11.36,169563775.03,625178364.41,37344.0
tokyo03_20,distributed,300.0,237.0,89.22,84.39,83.86,25.0,35.81,10.26,130528317.38,1572844888.85,32642.0
tokyo03_20,concentration2_cluster_9_group_none,300.0,237.0,89.22,84.39,83.86,0.0,35.94,5.13,163826712.28,0.0,34285.0
argentina10_27,distributed,300.0,336.0,92.16,80.36,78.5,36.36,36.94,15.71,91739137.58,432211094.8,58484.0
argentina10_27,concentration2_cluster_9_group_none,300.0,336.0,89.85,79.46,78.22,41.18,32.38,24.29,58586589.32,307626936.29,55262.0
ukraine11_19,distributed,300.0,249.0,81.18,82.33,81.47,75.0,45.93,18.18,158794223.32,534632488.55,34308.0
ukraine11_19,concentration2_cluster_9_group_none,300.0,249.0,81.79,82.73,81.53,91.67,49.05,27.27,106961711.61,328832705.61,32813.0
philippines25_6,distributed,300.0,371.0,112.5,81.67,80.18,25.0,63.84,27.4,55187393.64,741316477.82,57815.0
philippines25_6,concentration2_cluster_9_group_none,300.0,371.0,112.02,81.67,80.1,73.68,63.52,26.03,58968977.86,295300869.5,58056.0
china19_14,concentration2_cluster_9_group_none,300.0,276.0,169.05,94.57,91.31,72.22,97.55,60.0,48335194.53,501795053.69,16608.0
china19_14,distributed,300.0,276.0,172.18,95.29,91.53,85.0,97.99,66.67,42667077.73,369031229.18,15472.0
singapore20_20,distributed,300.0,208.0,81.7,85.58,84.43,66.67,46.25,27.27,73326105.51,292574088.61,25347.0
singapore20_20,concentration2_cluster_9_group_none,300.0,208.0,91.24,88.46,85.97,77.78,44.79,27.27,72615319.63,356636095.04,24855.0
chile01_20,distributed,300.0,375.0,172.33,88.0,87.01,50.0,72.15,37.5,71287490.92,439840447.82,34476.0
chile01_20,concentration2_cluster_9_group_none,300.0,375.0,164.08,86.67,86.33,63.64,64.66,22.92,104958147.23,640794525.66,38626.0
germany17_16,concentration2_cluster_9_group_none,300.0,311.0,86.5,79.74,78.94,100.0,32.69,11.11,131241587.3,378067854.37,52397.0
germany17_16,distributed,300.0,311.0,86.5,79.74,78.94,77.78,32.21,14.29,110592127.25,357173655.6,52332.0
chile23_15,distributed,300.0,334.0,132.87,85.93,84.6,45.45,61.32,21.15,81806646.52,813594079.5,42500.0
chile23_15,concentration2_cluster_9_group_none,300.0,334.0,135.99,86.53,84.92,100.0,63.11,21.15,71866870.11,460741372.61,41342.0
indonesia43_20,distributed,300.0,344.0,113.74,82.56,81.7,72.73,66.4,17.46,87069925.73,377905221.21,52021.0
indonesia43_20,concentration2_cluster_9_group_none,300.0,344.0,117.4,83.72,82.05,87.5,63.16,25.4,45341225.82,245434967.1,48869.0
canada33_8,distributed,300.0,237.0,68.27,81.01,79.32,66.67,56.46,18.37,103887077.53,650461318.22,39994.0
canada33_8,concentration2_cluster_9_group_none,300.0,237.0,68.67,81.01,79.44,100.0,56.85,12.24,182415965.88,481491524.13,41005.0
cuba02_22,distributed,300.0,244.0,70.73,80.74,79.51,87.5,38.18,16.67,70141200.11,210195964.87,39589.0
cuba02_22,concentration2_cluster_9_group_none,300.0,244.0,68.98,80.33,79.11,100.0,37.39,12.5,107216610.09,268029742.07,40242.0
myanmar11,distributed,300.0,235.0,64.97,80.85,78.54,70.0,54.5,19.23,59826137.87,308218490.35,41991.0
myanmar11,concentration2_cluster_9_group_none,300.0,235.0,64.84,80.85,78.5,100.0,53.37,25.0,32966714.92,174969228.44,40518.0
serbia02_27,distributed,300.0,240.0,96.32,85.42,84.89,0.0,36.62,2.86,270209221.22,0.0,30994.0
serbia02_27,concentration2_cluster_9_group_none,300.0,240.0,96.32,85.42,84.89,50.0,38.09,5.71,103702883.54,943294069.98,30795.0
ecuador01_19,distributed,300.0,325.0,201.47,93.85,91.71,73.68,96.7,59.38,48855757.74,514317231.22,20089.0
ecuador01_19,concentration2_cluster_9_group_none,300.0,325.0,198.7,93.54,91.5,71.43,94.93,43.75,54363667.3,656100860.02,21144.0
serbia04_28,distributed,300.0,251.0,69.51,79.68,78.86,66.67,54.71,20.0,82193337.58,350071809.22,36744.0
serbia04_28,concentration2_cluster_9_group_none,300.0,251.0,69.58,79.68,78.88,42.86,52.54,15.56,122735074.91,564306406.41,37265.0
venezuela02_25,distributed,300.0,295.0,206.15,95.25,93.81,100.0,63.47,31.82,94305322.32,999892777.05,16425.0
venezuela02_25,concentration2_cluster_9_group_none,300.0,295.0,208.55,95.59,93.97,90.91,65.26,50.0,57147824.61,728703821.57,14327.0
indonesia43_2,distributed,300.0,344.0,130.93,84.88,83.96,54.55,62.66,22.0,85434304.54,329212663.36,39822.0
indonesia43_2,concentration2_cluster_9_group_none,300.0,344.0,129.75,84.88,83.78,44.44,67.18,18.0,111553333.47,345105301.74,40460.0
germany08_3,distributed,300.0,269.0,93.43,84.01,82.33,70.59,77.64,35.42,78761210.59,277576810.18,34441.0
germany08_3,concentration2_cluster_9_group_none,300.0,269.0,89.48,82.53,81.83,56.25,81.31,33.33,78737847.07,343032672.99,34514.0
italy16_27,distributed,300.0,214.0,69.84,83.18,81.29,100.0,86.42,29.27,63356730.09,262831490.74,30539.0
italy16_27,concentration2_cluster_9_group_none,300.0,214.0,73.03,84.58,81.85,84.62,79.07,31.71,58238049.93,312656650.16,29947.0
new-zealand20_4,distributed,300.0,330.0,140.62,86.97,85.73,63.16,83.87,39.58,61284939.14,559127487.52,34232.0
new-zealand20_4,concentration2_cluster_9_group_none,300.0,330.0,148.84,89.09,86.39,66.67,79.49,43.75,55374621.52,487972770.05,32907.0
america35_16,concentration2_cluster_9_group_none,300.0,342.0,108.39,82.16,80.95,63.64,31.48,17.19,72931071.52,348221258.76,52772.0
america35_16,distributed,300.0,342.0,108.11,81.87,80.97,42.86,31.22,10.94,123949780.95,509071700.27,54768.0
ibaragi_14,distributed,300.0,258.0,97.99,84.5,84.01,100.0,38.73,7.5,92191109.09,271767460.92,34162.0
ibaragi_14,concentration2_cluster_9_group_none,300.0,258.0,97.99,84.5,84.01,40.0,42.18,12.5,76062790.84,266428159.68,33194.0
venezuela01_29,distributed,300.0,299.0,231.57,97.32,95.43,90.91,98.42,73.33,48506687.65,537331914.97,7414.0
venezuela01_29,concentration2_cluster_9_group_none,300.0,299.0,222.47,95.99,94.91,88.89,90.4,60.0,56715438.85,793430567.87,8739.0
new-zealand20_2,distributed,300.0,330.0,174.3,91.21,89.07,83.33,79.07,41.86,64726340.24,432655838.23,29371.0
new-zealand20_2,concentration2_cluster_9_group_none,300.0,330.0,164.63,89.7,88.27,100.0,83.66,27.91,81493331.86,473442376.6,33217.0
myanmar15_29,distributed,300.0,255.0,68.86,79.22,78.48,25.0,34.14,16.0,64749285.53,246636786.05,41961.0
myanmar15_29,concentration2_cluster_9_group_none,300.0,255.0,68.86,79.22,78.48,80.0,34.14,10.0,89225073.34,201589582.6,42972.0
philippines22_8,concentration2_cluster_9_group_none,300.0,329.0,98.23,81.76,79.85,0.0,28.2,1.47,451878860.06,0.0,60235.0
philippines22_8,distributed,300.0,329.0,98.23,81.76,79.85,0.0,27.62,1.47,498646573.45,0.0,60373.0
russia08_8,distributed,300.0,264.0,83.28,82.95,80.66,61.54,71.86,24.53,96368413.35,390077535.11,41545.0
russia08_8,concentration2_cluster_9_group_none,300.0,264.0,84.16,83.33,80.78,64.29,77.7,26.42,86658266.95,338924471.87,41295.0
america35_10,distributed,300.0,342.0,73.91,76.02,74.84,63.64,38.93,12.79,106735685.33,505725696.88,71949.0
